source_image_id,filename,split,width,height,sha256,pixel_sha256,annotation_source,number_of_boxes,number_of_classes
283,283.jpg,train,1024,1024,148ea40d6dcec32f8adff67e0e7a35654676e3aa07a663c0e06fb0e1cb243827,deacbe8f2de6af76d54a371da38e0e0ae0737b37954704f7e09b10360cd98f48,primary,2,2
284,284.jpg,test,1024,1024,3f6126088ecca1b4cc128d5bd6376b5b1842a5dd3f7d396cb68178bfa01898b9,5e84bac6ea5af26e640cc4dbd274716cff8efa3978a0943c461296ca1f79200f,primary,1,1
285,285.jpg,test,1024,1024,adb5ae508e8484fa5e1f7852f45e07a49339a0e3099dd109cfbe91776d837c32,56ad47ed4be51b2f9df5a4e77a69bfe884a33fd96a20075f6888557c75d99ff7,primary,2,1
286,286.jpg,train,1024,1024,9dd3de1036c2e90ea9761c027943f55452b20a31349fe4bee3226e346d3fa45f,feb1bebf4f4ed47b63e3908fea138eee281953cfd936648e25d98c82c01ab8ed,primary,1,1
287,287.jpg,train,1024,1024,958647410b7cb502c9c48503072f9869b6cf83155ffc2bcd1ca2471401095689,f75752fc1c985262e494975500b47236c7fe11d71f09882d57de5bb1d2113c1c,primary,1,1
288,288.jpg,train,1024,1024,7caf3a100426a2ec223ea1a00cc4713b77086565e33f73455682132d79b41563,8510ec0884cf6ed344894a24f0ea997d22aa798d7c2c2a549653d78825cb70f4,primary,1,1
289,289.jpg,train,1024,1024,139f27db6e4dee60b1e1d1bea9ff831b4e29049e679c3afeb7d47df76d068f49,4ed1d24cc52ca5f7da8e0c6e0c5467fc9e41bae00409be6f6f354f23b9aca07f,primary,3,1
290,290.jpg,train,1024,1024,1a36ee347e80b0af4aaa35b392532c247998c97e2e0a15cab476e51405ec8367,f93a30e538c0fd09d6c000e3391fc1f0dbd73ca4bbcc5f50f6f2206af154c1a4,primary,1,1
291,291.jpg,train,1024,1024,934984d932d7530d63a00b5ee422eea806593d9f0e94c802b5b1fe7ace517bd0,5987d0c79181b4a0d5415d880c95054cf80301ab5789f062bcf41d87f96e0b95,primary,1,1
292,292.jpg,train,1024,1024,c360891d953f00e7357d4c5be7fcb28b88382dd3b68f5a5ac0009595170ff7a7,ae3133a95409dce319bae9439e0f224a5993c5c286563d838a19ede750e4da93,primary,1,1
293,293.jpg,train,1024,1024,06c3b626ec4b104582f589672d30aefa2832650d55b22c340c72ce1b6df8b4d0,131092aaa3129d3a8837752db2452d0b7cca7b5a254a940602003047dac9e872,primary,1,1
294,294.jpg,train,1024,1024,4cc6f240532aabbb9d6f622f7c9c5a11a7e544685c82ca570966b4610cfd08a8,505aa09924d4da1995c5187f5f354db4def3aa4e0fe2623ca2ce52b77494fdda,primary,1,1
295,295.jpg,train,1024,1024,95003ea1753ca8279b47c69277179c87c9e6e21a8aaec8c8f8e538a26c7dde29,239da37a7097ce0c02ec98e8d2ada5ec29a9059bd8f090a20a2067b3e65d6779,primary,2,1
297,297.jpg,train,1024,1024,1f1b9e040297b66d0cd3f3f805f4ce5571aed2701afa270eb426bb11e968b0b4,f5926d08483c0b0c9d928230a3c4be1b480f8feaf4791002eb29af6a752b59bb,primary,2,1
299,299.jpg,train,1024,1024,079b955bce173b66822b7fcdabd08e4a36eb8068541e16eb22c46806ef8875bc,42e8f201e197645130fc06f19add051edb3eaeaf4a522f05741a475ab6eb421e,primary,5,2
300,300.jpg,validation,1024,1024,1883bce20e50f53830e077f11779e9921fd1de391482adfea4abb78bfaa3f002,d7e2f161aa678b145c0a41803f5d4fb1c864c8479d707c37c2a1c9b7a3497066,primary,1,1
301,301.jpg,train,1024,1024,83cd6beedd5b3b7ab57b953228370ad90d96aec0e1ff1cb241e737d22d380ec2,467a4aca0c5a62f2c3a902ec890c28ab9b209db943b0c1863b11714d8256c38f,primary,1,1
302,302.jpg,train,1024,1024,c045e2e572b07ef36ae7bcf8b16cc69b8a7ebc66676ec12bafc4e9842d6ebdc9,a09da41ebb5a07b30b209979615dd182c481e464988e83dabdf0f86c1b576267,primary,2,1
303,303.jpg,train,1024,1024,e934e4cb6aec6860c2aac45d5f6802e7bd19dbf5717aa21713eaa264f0d0e786,8a45a2336b5a44131e379945280e4f7d0586f76b02bb306fda32c4b7f5d5192c,primary,2,1
304,304.jpg,train,1024,1024,4d84b174fb9f0a52ad789e5f9cf8683c224307d17d929581cfe55f940e81969f,7021814e81fb0b310472d472542589df81817dad3c1b7d5d83f59cba7ec87260,primary,1,1
306,306.jpg,train,1024,1024,c32ca8e95a1765d7a2f169529a8fd40c482367084488a0ccf5884d8b51af5d09,02fa7ecc869c6d74c4844d5b79cacb983398869286ea624ade9bc663236fc014,primary,1,1
308,308.jpg,train,1024,1024,d6289249c3008a8f87565b9136313909d1ca24f285841dd641091e09aae0fcfc,07f2fe172673ea5c96923145af16a1202a5a9c84bc834ab0cf3c7021b8d25f94,primary,2,1
309,309.jpg,train,1024,1024,9791ed81d58f2d710c0df0d5079e71c949d0800574f33acd080695d6de16de40,b961c386d19594fe029f56a5d7817ee0fc2ae7579aba59d2b102a378a3cd3089,primary,1,1
310,310.jpg,train,1024,1024,5ba6913975ba90727da1039e1bbd1478c4144e8a27fe00c1c6636c25f100bec3,ea6ba438f1fbca12a914a5442442ce42d852e0d901ea8dab77ad80a627372c8e,primary,1,1
311,311.jpg,train,1024,1024,e042287913e0cd93452e6048eee659748be5cac554fb7bf3e39551bf7ddb177c,588f26899101919c1e6c5cab78eda0bf3d013d485600a64de392870099713fe3,primary,6,1
312,312.jpg,train,1024,1024,a07bca8d38168c7e7ff521efb0402d2bf5bead52c7c9693b085f7d2361116bb9,a4f6f6c7b7545c258777c83741f9df9cf0436c658fdfba382b04005fff1b42b6,primary,2,1
313,313.jpg,train,1024,1024,7cd9917ad838c528726aabcdf1b94da04e348b9ad1093da793522547a8a8360e,ea62be346d3c584876a5fd4e62a39d4c8b869da675d6e1aaa15adcaf3f79f9ce,primary,2,1
314,314.jpg,validation,1024,1024,deb6000484750cc59f7ed2517f986620573813890552bfbbb4e8b8859445fa44,eb0ba961b4e0223682d3d17b2651c1ed3e2353de2b3bf46f2c5ffe944260c984,primary,2,1
315,315.jpg,train,1024,1024,bc2f2af94774c2180534489ee49ccc3396ff83a627d1c427221da5550b6483e3,4834e0ace4b5cf1efbe9c436a4bf20ea2a73de020e461a0339172e76913f001f,primary,1,1
316,316.jpg,train,1024,1024,5acbdba3ad0fc976ef757c4a54a1de41b8f5e5d8da4f0196edd7a790dc3fc23c,2f7f1c5c0068e75ac47bd328d4dc87d0df02f61342da2edbe191f3fccca47e5e,primary,1,1
317,317.jpg,train,1024,1024,07aede4bd430167ef0b7cae489a191dd92e4dc39f32a654ae392b0a587fab8d1,fffae8e1658ad2377bc088103e3c184a4c0ae59d527e803996bbe29395ac49cd,primary,2,1
318,318.jpg,test,1024,1024,51fd954b7d5a66d24cd07e7a500a7d187337004b87ab5bc0807600550153a151,88fe8896ab6115da899ca6136e80626c2b069d590edefefa9911431bc06cb7b2,primary,1,1
321,321.jpg,train,1024,1024,bc4df7054410e89ca998759c55d405b7f633935cc10d781dbe3de24b1b5015c7,e1ccbf65519e7c8385e75a05f7c63c1ea321bd1273c196cb522e7567c187ea5f,primary,1,1
322,322.jpg,test,1024,1024,2253c8b69bb3816ae5eb658d9e53e16211b7dbbc839905cc27f0e7585b877a57,e235ff171e07754decc2c4cc2fb25631654e18f9bf54880b7ae4b4c47b8506c5,primary,1,1
323,323.jpg,test,1024,1024,18ec94211c38b3b5ac96b2b43078f754f40ea4bd0da021ba8f29068970bcc35e,bd06b9ccf3692240b2e255e577feda655b9c8534e346ca9e94290537eca7144e,primary,1,1
324,324.jpg,train,1024,1024,f13ea688efcb4821ee7a0f72f7a94e33cf33560ac1917647dc1f500e0b6b270f,4a4f29435620c11ef9146b77384f487620a871a1bb0549d95e9f89bb8bd07b2e,primary,1,1
325,325.jpg,train,1024,1024,11e4f13f12090006fb22e4cb2eda9d4542750c55aebfa7e425862bdeddf1b6d5,f29a5cc3554974d16bef6b23dd50e4bdbb123a58715437d2c5f317be153ce4f8,primary,3,1
326,326.jpg,test,1024,1024,ea0d256fb36a9f51a00691f978c892d304d12beae5f346b94fd36567ff6a5503,e737a539714304f88ef739e70e14571ec7b72764d729c0c33b5d3e87568b54db,primary,2,2
327,327.jpg,train,1024,1024,21237f353afa6d79bb2a6de59d8e2d6672c8b362c99cdef7bb20ddb1d5b8865b,f782a39a5a31e350dd78fc4c7f37bb084023129b4d3dd018587aa24e370a983f,primary,1,1
329,329.jpg,train,1024,1024,68b2d6984d4527bb412dd45f88582cef96f5bf1e473fa6e509cb6bdd59414352,1fadea3fa443f5d1b24c32d8f9dea9eb62d8217ba53a8a1e932276ab758fa99b,primary,1,1
330,330.jpg,train,1024,1024,d756f59ab51b1c8500a815f7cc7d71c9806507b1bb68a0a504dd1feb408a7c2c,d8e3b40b069f5d81d57061869d0132f2405c74ba70cafadf2924742b7a72dbb3,primary,1,1
331,331.jpg,validation,1024,1024,ec87557b967eb071259c48914070aebc0c9657a9ebd4495d5a5ea928842c2a4c,8e86bad037fba2aabaade1fb20306f13dbe60d5afa324855746d495696fd7cc0,primary,5,1
332,332.jpg,test,1024,1024,c197b6771eaf302dd8ce25ea8592e83f9196f61c9811241dfd50f4d8e0893e2c,0030725ebe9cfdeec49a3ec5dd00e62b3c2fa42cb53131a446c479e3170db884,primary,1,1
333,333.jpg,train,1024,1024,7cc4efcbfa75a7e8c1ed30aef294e5f78472c9ece12cc6d2634c327cd0204d5a,4707a6ae8566cef7677fc8241ca805a8c61efe03a559beb50f65b989a7a4d9b7,primary,1,1
334,334.jpg,train,1024,1024,8b7514121224732bed2709650ebc712024f01449effe56125ff958fc912dbf34,a6ccce51a71ee11bc8413c0e607d9b560c1e34ab788ac2705725caf11dc3c279,primary,1,1
336,336.jpg,train,1024,1024,a6f4999dc76040a1d9350efde59fd8ca5baabf5cc21a5029d2bb60e536c920b2,5fedae2bb4a4b9df6bb01d769883683dc8424ea45b4453ee4ca96d0bb1458461,primary,1,1
337,337.jpg,train,1024,1024,8564ed808553c7541ef5c8985752b2da5a79684e71a2c256348b9ac455bb1b09,56869e907a4dea9153ad0c5ad13d93bb0c1db9a1f580b8ae24901bef4e13f228,primary,1,1
338,338.jpg,validation,1024,1024,62b256c80c63d96b53d2cead858bfd976807bffeafdc26b2b636cb6bf0486e8e,bb84268fad1679226a761fc741c0b18dee8fa5d1fd357db7a75f86c199755ff2,primary,1,1
339,339.jpg,train,1024,1024,0ccbc492816c8fa94935dea89bb719d7b834b8956316633fed8057ccb0600f8e,f627ed847b54602d69f2b0ed6c4ec2d05212fab8bce8414d9e8bc741eb53522a,primary,1,1
340,340.jpg,train,1024,1024,25b340fc9ad20d62a08e0d2cfe3dc8e99d48b5d745deaa5fcb07eb7b7463c1ba,9151cdb74d40b963506e994434dbf2ef227df1f57d549aff15fca4730b3b0f77,primary,2,1
342,342.jpg,train,1024,1024,e3b64b5b8592773595f9e1246346ad398de351d39279afa8e1e622398294073f,29762f56f541a80e499c5b1798cd55196823e7942f571f065825eb925e5ba503,primary,1,1
344,344.jpg,train,1024,1024,808f61a977d722b8dd4c9fcbacb8c8d02f5bb0653f934b612f34d1921be74a0a,2602dccf3937d840ebf8a718fa98eb6dfc895080c2682e5d4ad9269ac577b736,primary,1,1
345,345.jpg,train,1024,1024,fe35a02f8557eae0f7733e7f29f51825ed1f710542a012423caacc9a745540e4,3849ffd653d6d72bd79b8318160356762d18ee31a4718be31ad965ee3f8aaa45,primary,2,2
346,346.jpg,validation,1024,1024,47f27ecf68536da25a9ced9da64212ebb4e49b3ad2e73251ee18f88c0c1812d8,034f3bb13f084aeb90e5d029443fb3f7987612d051a491b328bd41c372638c63,primary,1,1
347,347.jpg,validation,1024,1024,a8cc5b83277f3e2fa88f8d188fc01bfd0e344e23e06c57bccaed4be5f2192a73,d927a36088a6f628e46922c46c0b5efc89f6d45e17db226f7d734764812f3172,primary,1,1
350,350.jpg,train,1024,1024,4a1a301e2b01fe1cbb4d5d50f7343e0916ad6179ffe149786c7e576700d07b33,1ef398add5cab940eaae40e6f43ad592f023f87a9e45b7cd41ba68d77e50ad1c,primary,1,1
351,351.jpg,train,1024,1024,fe5c8fbc66dcef1fae8a14504828730c061f9504c5b93fae7383ad31b69443d0,9d8caa66f4501d6b7bc6a7d9f9ee48699b6c9e30aab744ccfec98a455fa7188c,primary,3,2
354,354.jpg,train,1024,1024,16fff0a03635d069c7b83c8e2a7c391a5cf34be7e6b9c95d72071ca54e939485,6ae7e7eb60698844fd29deb1865d340940849bc96aa9d34eaddc6110d6255646,primary,1,1
356,356.jpg,train,1024,1024,5f1ac92c47c28715bc0ecdc0ada033e0263eacd059f8f2a034d6dcbb6704765b,624289db16afc9d3e1c2c84812af033a8f93cbba5ca5b925032e1c8628ec21f0,primary,1,1
357,357.jpg,train,1024,1024,73b716292ed02b99bc9e965ff03ae3cb874f75bc9daa7671f66b9a336121a7d0,7a74385972acf69d9f80bcbaed159b07203dcbf471a53fe5ffce08f81ceec300,primary,1,1
358,358.jpg,train,1024,1024,94908d44512465b37844bc19d23ad9d7ef7c8bd734d9f1434ddea71c3618a11f,1fa13fe46f3bc08dceffefcb77dededf15aaae9081da60565b97c1104c350cd8,primary,1,1
360,360.jpg,train,1024,1024,9c205f60cc7e4ddb40b16cd9678a33b6bd51f5da362cedb18b59cd8f6d29e1d0,185296f38bce02000ab9bd31dc36b952518be5e01b4d07cd47c25d4ea9344608,primary,1,1
362,362.jpg,validation,1024,1024,6464de159614e59628606487b46be44bdec636b1f8ca6d25def963c4204c7bd8,5a14fcdcf52f10c377a9a1ec7f255c08b91ee68d6a0ce6030c8343e0bb250eb5,primary,1,1
363,363.jpg,test,1024,1024,8aca40b34103fdd35d8eee764e2f7152f4c635a11afeb3b11dba84499b3ee8da,c3021a80f88781299872e862679d4c16f5645f3754aa1375da0ac62322f4c1fe,primary,1,1
364,364.jpg,train,1024,1024,b7039c67034b5e309ef624937faabf4f49a073ba3d95edbbb915bf0e539c4f95,920aad5e57f8cc3809cb0160065be57c2f6791381793a149338a5d5fd833f425,primary,1,1
365,365.jpg,train,1024,1024,12349b338f46b98fa80eb72ea558d8a4c67e782d0d7c9b33ee18b29440aee994,27e1e410145287dea5291d9a71f212aff9df6c469c103985fec216aec93958d3,primary,1,1
367,367.jpg,train,1024,1024,18cb3449a3646003fe88ec7d0b2f1b1813159e0d0623c3e8f2185a18fde15878,1dbfaf8543f35765599db6c29a0d87543f9e52a8080ca3e4ed1cf63db9a37e81,primary,1,1
368,368.jpg,train,1024,1024,50dbedebb5909db243821e1199d57048c6fd1527ac81c8b4b6aac5ca4ddfb363,a3ab78e4ce95cd7af517ab4985abda3c4ae8835cf988fea6c5eeacfa5005fbea,primary,1,1
369,369.jpg,train,1024,1024,e941ad4e7a3e8114e88633f989177d02d3a62cb09ad20bf88c6751c2e6b280d0,e987b8c4d1d931b7a30ee8aef622f7c974db508fd7c4b6816c1a99eefda36c5d,primary,1,1
370,370.jpg,test,1024,1024,a951eb93a737ab79227c0e056b89f604945ba94546a5baccdee96b821d252c04,eb96918f8f0c77a9e5ec9a5ea536d75c5c1c766b212258c173f403d12c2035ff,primary,3,1
371,371.jpg,validation,1024,1024,b650a8d0007bf4af64fb56de4ef556dba1388523608aa560210108f1a4eb9dfc,5f50188ce69d464c17166b4fc170176cc2a2032f44021ff92adf60aaf896fbfb,primary,1,1
372,372.jpg,train,1024,1024,db81bb001082d5938da3e13155075938ffd0a8f127e08a6f271730915b3c8327,e13d716cfcfe5056821c015eccee944a8970ad37ad32eb27c24eefcfa70a02dd,primary,1,1
373,373.jpg,test,1024,1024,256d427cd53f19fd3cbc3ce0b8184e9811d2f22164f7a6385b98893f687aca9e,2ba97ed8b7b4e6a02e991026e7f1a7be212635b7f8aca77ee30b4bf38f077a25,primary,1,1
374,374.jpg,train,1024,1024,aaa35015054e849f37fb68b7f75f33475b14a3a98487329cde81c0ea9be56e54,2ff3fef53efc5dc2f5276f50064b8bf57e8e545c562c9ee7753f70ab3438034a,primary,1,1
375,375.jpg,train,1024,1024,bd823c6d378524b87b84f24879453ac0c99ac5d7ff8ba9f80393caad3e6b623e,135bd2093826d7dcf7cfffca2cce7441d545d0e4da1bba02d73ffd6d88ebaa78,primary,1,1
376,376.jpg,train,1024,1024,b47e7c3aa1753b702e77c1f2e9ebc5f35287d92bd3238e04d91fcf7f352c35f2,4962bee8c9987014ad2c75d1b938230db5e799c1d9dcccb049004182b823f625,primary,3,2
377,377.jpg,train,1024,1024,b8639b7f7e2b30a5496157007d93edc457f2cc71d3b3b6b2ab6863a5b43d1358,fa1509b201e6edd2626fcb40a751cea992b7141a5c69681978f3f30c1fadbb89,primary,1,1
379,379.jpg,test,1024,1024,a70af8fb28364f1446563426f882380c22a601c28ec07d3e08e7efe49de09f0c,e25b1501cec8d68da75ce626a38983b5ff0d4707a1f8c411d3c47c2bb4159791,primary,2,1
380,380.jpg,train,1024,1024,d524cf3c447be37082e6ab3db2a398a25032acbe60a7c1ef21e0bfb9df2d29d1,d3a87749166316bf0b646f582004616f0d10b1dfa5ddba07bae6409aba7b1499,primary,1,1
381,381.jpg,train,1024,1024,951a80de02f1c46b47943b510826899aebea32069daa80d94e90aec48a8855c3,e0b1b67425245f9d3ba821987ef70bddf0946ad15d49a47c51efc5d018ca30b7,primary,1,1
382,382.jpg,validation,1024,1024,7e25d2dac95ee248f9382c01bbe2187f4e98d9e843bab926aeacf41f0b80d669,69497b2e857d1e0aebc343327099602662420536a2db36da3a4869ed0c88b27e,primary,3,2
383,383.jpg,train,1024,1024,979c2b909a79c4f2bfb59c6fe2e3563fda9f260c5634b55cc02f2672cdd7472a,a44b5dfe8a15b25d98dfc16d0df1291c3ce79079b85e86378b4244913965178a,primary,1,1
384,384.jpg,train,1024,1024,78ecd0e461d7e129d6eba5cc2bd04e823346b73d1bd3ae35c8bd5b7c5e8ce423,1a0bae2604b8b3bec50b743bb972c625437b1a2cd38731a427fc3c82564da295,primary,1,1
385,385.jpg,train,1024,1024,a154e83bea8fe73f75f34ff51ac2d8bd6ab9523418dce5e4150f2d71d3dce88f,51b7ca400d5765709e483404e35979569ad7503f47c4aa3c0c1aa4ee83c38af7,primary,2,2
386,386.jpg,train,1024,1024,2bde04f4c3bc4717fa76925f2aa99a59ab2ca799088f5e457253010f558aadc0,dbbff3468c23f48066d8151bd819aff67fbe3402df9ba918b775528be89524f7,primary,3,1
387,387.jpg,train,1024,1024,d32fe8086b8ece8b4be905f98c6a8aae04667d9a0736bbdc5fac629ac62ad560,b30c6082929f3a513ab274eaa0b6ae4d418ed1391060069f28c9cb39e03615fc,primary,1,1
388,388.jpg,test,1024,1024,399ac6a58a34f97fced30e04efffa22bdb6daa75812afcca076a6e6a5b9cee4d,952e790c27458146b52d8ab8b8dd631f94e92b73fcdc823c5f18149d537e9956,primary,1,1
389,389.jpg,test,1024,1024,e2a0f9ef1d9dd40df46942cdacf3eabc32452462a578a9129895933dbe926475,9289c35e601e4c9a27c5562747dc2631342803bc3d02c514538de1aa1ce4ee27,primary,1,1
390,390.jpg,test,1024,1024,7ab580fa225111b65ac51d43b671c7721c6adb0c127d95217207e0c09a1893bb,3d59992686edbff4bdb35b15d66ff7d5c9cdd631a3df4e3835d9d7526cfa4bd1,primary,1,1
391,391.jpg,train,1024,1024,f954599d7ef9c9c53afd738b6c8bcc3fc1f2d4fac460d6a0ca139ded8b09ca12,32287c92b074dbbf5a0b2987d85d7398a2740e3e74e26f3b07e7d3b388725e72,primary,1,1
392,392.jpg,train,1024,1024,35fc476fc191c3e3da1c8584b979d89dcb11a8a330cefdd07dbd12d280bd5a98,71b2c5c360f62dc987048055acf65b25bef67e6621b7c9a8a2621f727f697c7e,primary,2,1
393,393.jpg,train,1024,1024,2c84e2ac151bc30404459d8f2834617847e8ea8e2684410acf75d3d8653d8af6,a2e738a8d5c392c0cd40e10afb2c0e5c80ed34934c50bdf4bcb60a58ca669fd0,primary,1,1
394,394.jpg,test,1024,1024,fb0ad3f8bff0544dd73e33ce230018c54b67343753d3ddf2796b0893fb336a1e,619c78148b71fb2d725a5922be29d8f160d8668a9e90d5422cb2c2b125fa2feb,primary,1,1
395,395.jpg,train,1024,1024,9db3686b34b65ff898013047b8f3833239e7c60d1a33616abae0a4c07bd0182f,d29192043de45c202d9adbe92e87fa018e95cdb59e1ba92e8190d83aba8d7bd3,primary,1,1
397,397.jpg,train,1024,1024,c7efe1f8fdc2e053fc14c8bb1b7fbc41379f6a2bab21e389e531636ce751f504,2c15dee10fd11df3172f516fb241a6c7de10c4f66cd82c0f9112cf7da2fc1b0d,primary,1,1
398,398.jpg,train,1024,1024,09e432545aa1786a0b910fb99eb83f1a2efd5b9c611d53a02902c8fec65b70af,d32866275bd9d03a577364a11eef25ca420026be92193369a003f592a3d3d93f,primary,3,2
400,400.jpg,train,1024,1024,ad43de7533d0c56aae81d16ab38129c667b4b89ee36dba065df5eba1dc620d64,6360a8c4691b784d32b16a70241d8c2f6cfecb877fe455ad7e6bff1b4ee78df9,primary,5,2
401,401.jpg,train,1024,1024,08629faed6a1055e8e8980c3d42121d7436fdf4a430337745592f04e085a9759,daf3aaa8fe68c2235c401b2dab6124fbedafe6aa956ed4d12fae97215660addf,primary,1,1
403,403.jpg,train,1024,1024,cd3a2136b99a13ddcc0e5839613280a39eda6d04c1b433627b5649f00549340e,94d0cc4b6c66ae27087c757e011be434e9d535a3246b42608b67bd51c7a0a307,primary,2,1
404,404.jpg,train,1024,1024,fbe14a165495c0efe90a672c861ade7dfb5601ec2949b77a2afa6250848cef47,4ca4c8f80db9f13d55f071b3f92e78664e80415634f19828fe4c4bbcb64b2b3a,primary,1,1
405,405.jpg,test,1024,1024,383a72ac3d1d74f2c50cb840529e5548c63d0bd80c3e0ffd0acff5c211039010,72fa4744419621f6b2c06128d79ac09b4953cf501d10f0dc3aefc72e15a4a108,primary,1,1
406,406.jpg,train,1024,1024,abe48139eb15316845b70fc515034606a55956c62f01539d94d7689b562d71eb,a17b31aee01383b5d8a8018fc0c1cffbd853eabfcc00b518262a58cbece63a46,primary,1,1
407,407.jpg,test,1024,1024,279df85a5d927f47c436d6341c0b288ca5b47fa3080cf5970736bb1a8ed7876c,035ee73f1ca471e45945bf0cb751c45f671fb7c32381e188382a6f37ef00670c,primary,1,1
408,408.jpg,test,1024,1024,dc26e4bbf34d88edd0b5b2cfd1973829e6637c4b297b328ae28ff1d5af3b3c36,388047ffff8a52b4a04ac81a6c9faa7f592ecb26c2356af5f54acf4af2350e56,primary,2,1
409,409.jpg,train,1024,1024,519564a01d1b103fee1aa2d9f2aa9cb79ed71a565e8262e3d1368a22588206f9,583f1e80ae1d3cb3a60082f39128b2439d387159f6ac067ef19b4bf65b44e0cb,primary,1,1
410,410.jpg,test,1024,1024,9249648b8c30b5b6d6607c9b28c5ec0ced90f262271f1c4f1b8d84cc89860557,c34046390afcf66f5df6befe2f2abd87d33ac00813b6988d1bd2d582b0194018,primary,2,1
411,411.jpg,train,1024,1024,8ebb69e3b786c161ec168ab6fd873c69eb3164b86229fea71db3f627ea7f589e,69819366350b575d4d663dc6a10d676af424dc97f627c8998ee2513fd21edc2c,primary,2,1
412,412.jpg,validation,1024,1024,0fb8ad0018f748cacaf59fb2376515ef7d38da44bd5339fdb64113e8b617930f,8c261ef831382ce506dde33da9ee465d4bf104dcbbd34bec5628c939e77df9b0,primary,2,1
413,413.jpg,train,1024,1024,0217050e582fcf555e73d3439342d0bf02cb9a8fda0bd5f2aa4ad0a98920d76d,efb0912402901446ac6d9b0aa8529d52e71ff512de02457db8a7430b55a17a67,primary,3,1
414,414.jpg,train,1024,1024,b7f99610d7ff31fa35ff899983ae899f64d0fb92192993d445433156f0e64ba7,c540e8e8d474fa0711b95114f12bbd0a1b41b1acbfe3a8f2fc9b7cdf482a34fc,primary,1,1
415,415.jpg,train,1024,1024,a796362a5f948fd183b043e96936d94020e6e23deaee89f4eb9c590ad07005f9,3308410720ce3b3ac48c1326a20259467d459376e6103e3cdb2a889eadae6a8c,primary,2,2
416,416.jpg,validation,1024,1024,01f66ea3e3d31c83a966a3b24e0da3b23a99653e2755783de8f05885c2bebfd7,075f963f26ca434479c411a0d11f1b5e6e64e51f7a5211984f549a3d5227800b,primary,1,1
417,417.jpg,train,1024,1024,dde49668f3a4337dac63a6f442d5c733b510a578533516525f87ae34329482f0,08dfc3af9763326ce9f491666750b3dd19116839b9b03b79e775224c5a54d83b,primary,1,1
418,418.jpg,train,1024,1024,0faddc4a518449b28e505747b253b25e577264abf21f81c69d8a408278a297fe,20635d1d00db7c0e2e888246c470e46b1456ff3093ae6b2bc8bfaa6ba95a3acd,primary,1,1
419,419.jpg,train,1024,1024,61bc0fc5522128a842101652b669648ddf2df3c6fb7819db458e7c8c9312d3ef,9c15cc6d5faeb9a93130ffead5984701d3b96a64557e987aef0672e15f0dac19,primary,1,1
420,420.jpg,validation,1024,1024,56453b2af69b76e83d00aca7d50c193073ad59cffe5cfc68dd4d54eae1fa60b1,76e31bfeb9c361e8209c15e90d755f1088c4e773ed7e619806c17bde5d23636e,primary,1,1
421,421.jpg,train,1024,1024,f048882dc6ecdaef412984b4c462ae21fc92d16f573fee147fb4bfd6302e043c,821f570e1dbc1c87a816495b3ced73282b2069a0cfeacf755ff47fd309a2e546,primary,2,1
422,422.jpg,train,1024,1024,ba7a165974d613fc6be6a9b124a042d6f5424f74e4b39b7af068f0571d9a1242,0b1520761f4868b3c94e8f3ee9943600d213f956d02bf5a79b79af93d805cd25,primary,2,1
423,423.jpg,train,1024,1024,0cb7d2ade8c26e25e55c5210b9b8eff9a548bc5d45e315a5958ab984793d3454,8116a08ba6eab08424849d4938c5fd6664dcbe9e94a1d7cd440f9b2018243766,primary,2,2
424,424.jpg,train,1024,1024,6cdaa00db4d164036efd3e3a2c6dedef8a2a16706d3cca3a18b03ececadc7e09,a4d22402c671de56b087ff30686a56b9ae2a702b911f37368e16777e69d18160,primary,3,2
425,425.jpg,train,1024,1024,56ad239845e749dd8c6a18955af5335cc8712ed42cfcc33139558baf92a9e2ed,426e0aac7fd55c22f643be7afbe10ba3fa430b378c689c8df3835701501ea0b5,primary,1,1
426,426.jpg,train,1024,1024,ab4f5a3cc34d33f505815127bccfcca0db5cfd381be878713d344fe4048169bb,45b27d704cbd5263c0477587544b2044f3f90d8b1e5cd0243e3d13719e2ab452,primary,1,1
427,427.jpg,train,1024,1024,673b0828209608870bcc5458f50206eb552428ee69d8a2ef6bcb73ef17042bdb,4f07b470f0de10616d0bede23c602f8f9f4a957644384b14c359cc634dd32725,primary,3,1
428,428.jpg,train,1024,1024,ee3496edada3cabc9ec61aa6acb16e4946b63ebff580c2cc5dd746d0e46af781,c775874f2f8b5602ea3b0b385d793222caebaad94f6c4607116bf54e2974df00,primary,1,1
429,429.jpg,train,1024,1024,e25172b833f13eed2166c2dc34fbdb8fa855f3b0f2b68d3d3778521a3cb2319b,041e694bf0134fa12d6f8a4c4d353849ed5fd9feb0c898c3887e179a337bb839,primary,1,1
430,430.jpg,train,1024,1024,42d23b68eede57bee75b56bb306c775e89ca7bb3c0725c7a15aa3dc4c17a6daf,6b06aeba5a3dbb6cb9203e4b973feb314085237bb438a6847a8623fc05b972f2,primary,3,1
431,431.jpg,train,1024,1024,227b4a9aee1f9c3f35864ce298da5f76cffbceb8d953cc4ae9614a65686c2b84,2e573c132424ffa0c500daa2a7b7bf816d750bdc994f87748b98b717b41dcfec,primary,1,1
432,432.jpg,test,1024,1024,63f5f0873551e27aaa24c4310288d92ddf0223496387a313179510b23df55bdb,e680b02af209394a45f4f7aa98e1253fa95e14147794249acbea476c411d7443,primary,1,1
