instance_id,source_image_id,image_filename,object_index,raw_label,canonical_label_if_unambiguous,xmin,ymin,xmax,ymax,bbox_width,bbox_height,bbox_area_pixels,bbox_area_fraction,bbox_aspect_ratio,bbox_center_x,bbox_center_y,official_split,pose,truncated,difficult,bbox_issues
241_0,241,241.jpg,0,hide_craze,hide_craze,614,813,797,852,184,40,7360,0.00701904296875,4.6,705.5,832.5,train,Unspecified,0,0,
242_0,242,242.jpg,0,craze,craze,37,155,580,411,544,257,139808,0.133331298828125,2.1167315175097277,308.5,283.0,train,Unspecified,0,0,
242_1,242,242.jpg,1,craze,craze,619,328,997,628,379,301,114079,0.1087942123413086,1.2591362126245846,808.0,478.0,train,Unspecified,0,0,
243_0,243,243.jpg,0,craze,craze,542,402,653,780,112,379,42448,0.0404815673828125,0.2955145118733509,597.5,591.0,validation,Unspecified,0,0,
244_0,244,244.jpg,0,hide_craze,hide_craze,725,411,866,472,142,62,8804,0.008396148681640625,2.2903225806451615,795.5,441.5,train,Unspecified,0,0,
246_0,246,246.jpg,0,surface_injure,surface_injure,587,772,662,833,76,62,4712,0.00449371337890625,1.2258064516129032,624.5,802.5,validation,Unspecified,0,0,
247_0,247,247.jpg,0,surface_injure,surface_injure,266,824,758,980,493,157,77401,0.07381534576416016,3.140127388535032,512.0,902.0,train,Unspecified,0,0,
248_0,248,248.jpg,0,corrosion,corrosion,464,604,795,1010,332,407,135124,0.12886428833007812,0.8157248157248157,629.5,807.0,validation,Unspecified,0,0,
248_1,248,248.jpg,1,corrosion,corrosion,327,60,650,594,324,535,173340,0.16530990600585938,0.6056074766355141,488.5,327.0,validation,Unspecified,0,0,
250_0,250,250.jpg,0,crack,crack,678,286,819,530,142,245,34790,0.03317832946777344,0.5795918367346938,748.5,408.0,test,Unspecified,0,0,
251_0,251,251.jpg,0,craze,craze,28,553,403,860,376,308,115808,0.110443115234375,1.2207792207792207,215.5,706.5,train,Unspecified,0,0,
251_1,251,251.jpg,1,craze,craze,417,177,784,627,368,451,165968,0.1582794189453125,0.8159645232815964,600.5,402.0,train,Unspecified,0,0,
251_2,251,251.jpg,2,craze,craze,780,10,1023,161,244,152,37088,0.035369873046875,1.605263157894737,901.5,85.5,train,Unspecified,0,0,
252_0,252,252.jpg,0,crack,crack,469,105,561,174,93,70,6510,0.0062084197998046875,1.3285714285714285,515.0,139.5,test,Unspecified,0,0,
254_0,254,254.jpg,0,hide_craze,hide_craze,330,424,594,480,265,57,15105,0.014405250549316406,4.649122807017544,462.0,452.0,validation,Unspecified,0,0,
255_0,255,255.jpg,0,surface_injure,surface_injure,422,83,578,963,157,881,138317,0.13190937042236328,0.1782065834279228,500.0,523.0,test,Unspecified,0,0,
255_1,255,255.jpg,1,surface_injure,surface_injure,228,688,295,786,68,99,6732,0.006420135498046875,0.6868686868686869,261.5,737.0,test,Unspecified,0,0,
257_0,257,257.jpg,0,surface_injure,surface_injure,344,405,525,805,182,401,72982,0.06960105895996094,0.4538653366583541,434.5,605.0,test,Unspecified,0,0,
257_1,257,257.jpg,1,surface_injure,surface_injure,403,814,677,1024,275,211,58025,0.055336952209472656,1.3033175355450237,540.0,919.0,test,Unspecified,1,0,
258_0,258,258.jpg,0,craze,craze,223,281,800,602,578,322,186116,0.17749404907226562,1.795031055900621,511.5,441.5,train,Unspecified,0,0,
259_0,259,259.jpg,0,surface_injure,surface_injure,695,247,972,361,278,115,31970,0.030488967895507812,2.417391304347826,833.5,304.0,train,Unspecified,0,0,
260_0,260,260.jpg,0,craze,craze,253,95,756,500,504,406,204624,0.1951446533203125,1.2413793103448276,504.5,297.5,train,Unspecified,0,0,
261_0,261,261.jpg,0,craze,craze,25,450,997,649,973,200,194600,0.18558502197265625,4.865,511.0,549.5,train,Unspecified,0,0,
262_0,262,262.jpg,0,hide_craze,hide_craze,308,16,350,1019,43,1004,43172,0.041172027587890625,0.04282868525896414,329.0,517.5,train,Unspecified,0,0,
265_0,265,265.jpg,0,corrosion,corrosion,23,424,737,511,715,88,62920,0.06000518798828125,8.125,380.0,467.5,train,Unspecified,0,0,
265_1,265,265.jpg,1,corrosion,corrosion,836,438,986,481,151,44,6644,0.006336212158203125,3.4318181818181817,911.0,459.5,train,Unspecified,0,0,
266_0,266,266.jpg,0,corrosion,corrosion,202,89,367,655,166,567,94122,0.08976173400878906,0.2927689594356261,284.5,372.0,train,Unspecified,0,0,
266_1,266,266.jpg,1,corrosion,corrosion,266,777,361,1013,96,237,22752,0.021697998046875,0.4050632911392405,313.5,895.0,train,Unspecified,0,0,
267_0,267,267.jpg,0,craze,craze,47,1,817,625,771,625,481875,0.4595518112182617,1.2336,432.0,313.0,train,Unspecified,1,0,
267_1,267,267.jpg,1,craze,craze,200,653,534,881,335,229,76715,0.07316112518310547,1.462882096069869,367.0,767.0,train,Unspecified,0,0,
268_0,268,268.jpg,0,hide_craze,hide_craze,89,463,383,506,295,44,12980,0.012378692626953125,6.704545454545454,236.0,484.5,train,Unspecified,0,0,
268_1,268,268.jpg,1,hide_craze,hide_craze,689,355,986,422,298,68,20264,0.01932525634765625,4.382352941176471,837.5,388.5,train,Unspecified,0,0,
269_0,269,269.jpg,0,crack,crack,445,67,567,836,123,770,94710,0.09032249450683594,0.15974025974025974,506.0,451.5,test,Unspecified,0,0,
270_0,270,270.jpg,0,craze,craze,273,306,637,517,365,212,77380,0.07379531860351562,1.721698113207547,455.0,411.5,train,Unspecified,0,0,
272_0,272,272.jpg,0,corrosion,corrosion,8,467,503,663,496,197,97712,0.0931854248046875,2.517766497461929,255.5,565.0,train,Unspecified,0,0,
272_1,272,272.jpg,1,corrosion,corrosion,511,374,1017,558,507,185,93795,0.08944988250732422,2.7405405405405405,764.0,466.0,train,Unspecified,0,0,
273_0,273,273.jpg,0,thunderstrike,thunderstrike,517,510,737,591,221,82,18122,0.017282485961914062,2.6951219512195124,627.0,550.5,test,Unspecified,0,0,
273_1,273,273.jpg,1,surface_injure,surface_injure,273,383,370,444,98,62,6076,0.005794525146484375,1.5806451612903225,321.5,413.5,test,Unspecified,0,0,
276_0,276,276.jpg,0,hide_craze,hide_craze,1,222,480,313,480,92,44160,0.0421142578125,5.217391304347826,240.5,267.5,test,Unspecified,1,0,
276_1,276,276.jpg,1,hide_craze,hide_craze,498,310,842,380,345,71,24495,0.023360252380371094,4.859154929577465,670.0,345.0,test,Unspecified,0,0,
277_0,277,277.jpg,0,crack,crack,262,339,306,564,45,226,10170,0.009698867797851562,0.19911504424778761,284.0,451.5,train,Unspecified,0,0,
277_1,277,277.jpg,1,crack,crack,456,199,620,483,165,285,47025,0.044846534729003906,0.5789473684210527,538.0,341.0,train,Unspecified,0,0,
278_0,278,278.jpg,0,corrosion,corrosion,200,47,516,513,317,467,148039,0.14118099212646484,0.6788008565310493,358.0,280.0,train,Unspecified,0,0,
278_1,278,278.jpg,1,corrosion,corrosion,527,430,852,955,326,526,171476,0.16353225708007812,0.6197718631178707,689.5,692.5,train,Unspecified,0,0,
279_0,279,279.jpg,0,hide_craze,hide_craze,12,458,978,566,967,109,105403,0.10052013397216797,8.871559633027523,495.0,512.0,train,Unspecified,0,0,
280_0,280,280.jpg,0,hide_craze,hide_craze,422,3,486,88,65,86,5590,0.0053310394287109375,0.7558139534883721,454.0,45.5,train,Unspecified,0,0,
281_0,281,281.jpg,0,hide_craze,hide_craze,416,222,912,272,497,51,25347,0.02417278289794922,9.745098039215685,664.0,247.0,train,Unspecified,0,0,
281_1,281,281.jpg,1,hide_craze,hide_craze,856,2,995,1013,140,1012,141680,0.1351165771484375,0.1383399209486166,925.5,507.5,train,Unspecified,0,0,
282_0,282,282.jpg,0,corrosion,corrosion,1,153,302,585,302,433,130766,0.12470817565917969,0.6974595842956121,151.5,369.0,train,Unspecified,1,0,
282_1,282,282.jpg,1,corrosion,corrosion,623,510,1000,1013,378,504,190512,0.1816864013671875,0.75,811.5,761.5,train,Unspecified,0,0,
282_2,282,282.jpg,2,corrosion,corrosion,309,439,620,914,312,476,148512,0.141632080078125,0.6554621848739496,464.5,676.5,train,Unspecified,0,0,
283_0,283,283.jpg,0,surface_injure,surface_injure,652,547,705,591,54,45,2430,0.0023174285888671875,1.2,678.5,569.0,train,Unspecified,0,0,
283_1,283,283.jpg,1,hide_craze,hide_craze,48,594,486,649,439,56,24584,0.02344512939453125,7.839285714285714,267.0,621.5,train,Unspecified,0,0,
284_0,284,284.jpg,0,hide_craze,hide_craze,695,330,755,775,61,446,27206,0.025945663452148438,0.1367713004484305,725.0,552.5,test,Unspecified,0,0,
285_0,285,285.jpg,0,surface_injure,surface_injure,664,2,1024,225,361,224,80864,0.077117919921875,1.6116071428571428,844.0,113.5,test,Unspecified,1,0,
285_1,285,285.jpg,1,surface_injure,surface_injure,998,664,1024,988,27,325,8775,0.008368492126464844,0.08307692307692308,1011.0,826.0,test,Unspecified,1,0,
286_0,286,286.jpg,0,hide_craze,hide_craze,8,410,787,605,780,196,152880,0.1457977294921875,3.979591836734694,397.5,507.5,train,Unspecified,0,0,
287_0,287,287.jpg,0,surface_injure,surface_injure,1,95,336,624,336,530,178080,0.169830322265625,0.6339622641509434,168.5,359.5,train,Unspecified,1,0,
288_0,288,288.jpg,0,surface_injure,surface_injure,283,102,634,399,352,298,104896,0.10003662109375,1.1812080536912752,458.5,250.5,train,Unspecified,0,0,
289_0,289,289.jpg,0,craze,craze,103,24,452,302,350,279,97650,0.09312629699707031,1.2544802867383513,277.5,163.0,train,Unspecified,0,0,
289_1,289,289.jpg,1,craze,craze,459,263,731,541,273,279,76167,0.07263851165771484,0.978494623655914,595.0,402.0,train,Unspecified,0,0,
289_2,289,289.jpg,2,craze,craze,753,527,937,702,185,176,32560,0.0310516357421875,1.0511363636363635,845.0,614.5,train,Unspecified,0,0,
290_0,290,290.jpg,0,thunderstrike,thunderstrike,112,853,331,977,220,125,27500,0.026226043701171875,1.76,221.5,915.0,train,Unspecified,0,0,
291_0,291,291.jpg,0,corrosion,corrosion,486,6,680,935,195,930,181350,0.17294883728027344,0.20967741935483872,583.0,470.5,train,Unspecified,0,0,
292_0,292,292.jpg,0,crack,crack,130,349,308,675,179,327,58533,0.05582141876220703,0.5474006116207951,219.0,512.0,train,Unspecified,0,0,
293_0,293,293.jpg,0,hide_craze,hide_craze,409,489,566,630,158,142,22436,0.021396636962890625,1.1126760563380282,487.5,559.5,train,Unspecified,0,0,
294_0,294,294.jpg,0,corrosion,corrosion,14,478,1014,963,1001,486,486486,0.46394920349121094,2.0596707818930042,514.0,720.5,train,Unspecified,0,0,
295_0,295,295.jpg,0,surface_injure,surface_injure,5,550,375,958,371,409,151739,0.14470958709716797,0.9070904645476773,190.0,754.0,train,Unspecified,0,0,
295_1,295,295.jpg,1,surface_injure,surface_injure,398,452,1011,735,614,284,174376,0.16629791259765625,2.1619718309859155,704.5,593.5,train,Unspecified,0,0,
297_0,297,297.jpg,0,crack,crack,327,344,406,563,80,220,17600,0.01678466796875,0.36363636363636365,366.5,453.5,train,Unspecified,0,0,
297_1,297,297.jpg,1,crack,crack,592,200,794,477,203,278,56434,0.05381965637207031,0.7302158273381295,693.0,338.5,train,Unspecified,0,0,
299_0,299,299.jpg,0,surface_injure,surface_injure,230,360,547,713,318,354,112572,0.10735702514648438,0.8983050847457628,388.5,536.5,train,Unspecified,0,0,
299_1,299,299.jpg,1,hide_craze,hide_craze,1,138,217,491,217,354,76818,0.07325935363769531,0.6129943502824858,109.0,314.5,train,Unspecified,1,0,
299_2,299,299.jpg,2,hide_craze,hide_craze,181,1,764,278,584,278,162352,0.1548309326171875,2.1007194244604315,472.5,139.5,train,Unspecified,1,0,
299_3,299,299.jpg,3,hide_craze,hide_craze,566,535,716,761,151,227,34277,0.03268909454345703,0.6651982378854625,641.0,648.0,train,Unspecified,0,0,
299_4,299,299.jpg,4,hide_craze,hide_craze,511,741,773,1024,263,284,74692,0.07123184204101562,0.926056338028169,642.0,882.5,train,Unspecified,1,0,
300_0,300,300.jpg,0,hide_craze,hide_craze,589,20,678,1016,90,997,89730,0.08557319641113281,0.09027081243731194,633.5,518.0,validation,Unspecified,0,0,
301_0,301,301.jpg,0,surface_injure,surface_injure,373,703,1020,841,648,139,90072,0.08589935302734375,4.661870503597123,696.5,772.0,train,Unspecified,0,0,
302_0,302,302.jpg,0,corrosion,corrosion,395,553,559,1005,165,453,74745,0.07128238677978516,0.36423841059602646,477.0,779.0,train,Unspecified,0,0,
302_1,302,302.jpg,1,corrosion,corrosion,456,195,553,545,98,351,34398,0.03280448913574219,0.2792022792022792,504.5,370.0,train,Unspecified,0,0,
303_0,303,303.jpg,0,craze,craze,317,127,1023,881,707,755,533785,0.5090570449829102,0.9364238410596026,670.0,504.0,train,Unspecified,0,0,
303_1,303,303.jpg,1,craze,craze,64,242,289,519,226,278,62828,0.059917449951171875,0.8129496402877698,176.5,380.5,train,Unspecified,0,0,
304_0,304,304.jpg,0,thunderstrike,thunderstrike,434,502,652,880,219,379,83001,0.07915592193603516,0.5778364116094987,543.0,691.0,train,Unspecified,0,0,
306_0,306,306.jpg,0,craze,craze,284,372,686,514,403,143,57629,0.05495929718017578,2.8181818181818183,485.0,443.0,train,Unspecified,0,0,
308_0,308,308.jpg,0,hide_craze,hide_craze,370,563,477,752,108,190,20520,0.01956939697265625,0.5684210526315789,423.5,657.5,train,Unspecified,0,0,
308_1,308,308.jpg,1,hide_craze,hide_craze,603,183,728,385,126,203,25578,0.024393081665039062,0.6206896551724138,665.5,284.0,train,Unspecified,0,0,
309_0,309,309.jpg,0,hide_craze,hide_craze,841,817,898,972,58,156,9048,0.00862884521484375,0.3717948717948718,869.5,894.5,train,Unspecified,0,0,
310_0,310,310.jpg,0,crack,crack,431,38,541,619,111,582,64602,0.06160926818847656,0.19072164948453607,486.0,328.5,train,Unspecified,0,0,
311_0,311,311.jpg,0,surface_injure,surface_injure,173,445,208,492,36,48,1728,0.00164794921875,0.75,190.5,468.5,train,Unspecified,0,0,
311_1,311,311.jpg,1,surface_injure,surface_injure,319,481,372,525,54,45,2430,0.0023174285888671875,1.2,345.5,503.0,train,Unspecified,0,0,
311_2,311,311.jpg,2,surface_injure,surface_injure,316,606,342,638,27,33,891,0.0008497238159179688,0.8181818181818182,329.0,622.0,train,Unspecified,0,0,
311_3,311,311.jpg,3,surface_injure,surface_injure,444,561,481,597,38,37,1406,0.0013408660888671875,1.027027027027027,462.5,579.0,train,Unspecified,0,0,
311_4,311,311.jpg,4,surface_injure,surface_injure,558,506,639,630,82,125,10250,0.009775161743164062,0.656,598.5,568.0,train,Unspecified,0,0,
311_5,311,311.jpg,5,surface_injure,surface_injure,712,574,830,691,119,118,14042,0.013391494750976562,1.0084745762711864,771.0,632.5,train,Unspecified,0,0,
312_0,312,312.jpg,0,craze,craze,395,58,703,495,309,438,135342,0.1290721893310547,0.7054794520547946,549.0,276.5,train,Unspecified,0,0,
312_1,312,312.jpg,1,craze,craze,562,520,627,1013,66,494,32604,0.031093597412109375,0.13360323886639677,594.5,766.5,train,Unspecified,0,0,
313_0,313,313.jpg,0,corrosion,corrosion,159,324,528,428,370,105,38850,0.03705024719238281,3.5238095238095237,343.5,376.0,train,Unspecified,0,0,
313_1,313,313.jpg,1,corrosion,corrosion,542,270,908,374,367,105,38535,0.036749839782714844,3.4952380952380953,725.0,322.0,train,Unspecified,0,0,
314_0,314,314.jpg,0,surface_injure,surface_injure,523,699,627,972,105,274,28770,0.027437210083007812,0.38321167883211676,575.0,835.5,validation,Unspecified,0,0,
314_1,314,314.jpg,1,surface_injure,surface_injure,609,594,655,667,47,74,3478,0.0033168792724609375,0.6351351351351351,632.0,630.5,validation,Unspecified,0,0,
315_0,315,315.jpg,0,crack,crack,377,367,753,574,377,208,78416,0.0747833251953125,1.8125,565.0,470.5,train,Unspecified,0,0,
316_0,316,316.jpg,0,thunderstrike,thunderstrike,550,283,722,536,173,254,43942,0.04190635681152344,0.6811023622047244,636.0,409.5,train,Unspecified,0,0,
317_0,317,317.jpg,0,corrosion,corrosion,48,153,517,644,470,492,231240,0.22052764892578125,0.9552845528455285,282.5,398.5,train,Unspecified,0,0,
317_1,317,317.jpg,1,corrosion,corrosion,558,6,983,411,426,406,172956,0.16494369506835938,1.0492610837438423,770.5,208.5,train,Unspecified,0,0,
318_0,318,318.jpg,0,crack,crack,684,261,773,764,90,504,45360,0.0432586669921875,0.17857142857142858,728.5,512.5,test,Unspecified,0,0,
321_0,321,321.jpg,0,corrosion,corrosion,500,8,873,1008,374,1001,374374,0.35703086853027344,0.37362637362637363,686.5,508.0,train,Unspecified,0,0,
322_0,322,322.jpg,0,corrosion,corrosion,402,30,656,989,255,960,244800,0.23345947265625,0.265625,529.0,509.5,test,Unspecified,0,0,
323_0,323,323.jpg,0,corrosion,corrosion,173,752,356,875,184,124,22816,0.021759033203125,1.4838709677419355,264.5,813.5,test,Unspecified,0,0,
324_0,324,324.jpg,0,surface_injure,surface_injure,492,710,811,794,320,85,27200,0.02593994140625,3.764705882352941,651.5,752.0,train,Unspecified,0,0,
325_0,325,325.jpg,0,surface_injure,surface_injure,106,756,344,875,239,120,28680,0.02735137939453125,1.9916666666666667,225.0,815.5,train,Unspecified,0,0,
325_1,325,325.jpg,1,surface_injure,surface_injure,211,406,622,735,412,330,135960,0.12966156005859375,1.2484848484848485,416.5,570.5,train,Unspecified,0,0,
325_2,325,325.jpg,2,surface_injure,surface_injure,502,27,828,395,327,369,120663,0.11507320404052734,0.8861788617886179,665.0,211.0,train,Unspecified,0,0,
326_0,326,326.jpg,0,surface_injure,surface_injure,418,314,540,373,123,60,7380,0.007038116455078125,2.05,479.0,343.5,test,Unspecified,0,0,
326_1,326,326.jpg,1,craze,craze,13,324,403,465,391,142,55522,0.05294990539550781,2.7535211267605635,208.0,394.5,test,Unspecified,0,0,
327_0,327,327.jpg,0,surface_injure,surface_injure,312,455,647,922,336,468,157248,0.14996337890625,0.717948717948718,479.5,688.5,train,Unspecified,0,0,
329_0,329,329.jpg,0,hide_craze,hide_craze,600,16,706,1016,107,1001,107107,0.10214519500732422,0.1068931068931069,653.0,516.0,train,Unspecified,0,0,
330_0,330,330.jpg,0,craze,craze,309,22,786,466,478,445,212710,0.20285606384277344,1.0741573033707865,547.5,244.0,train,Unspecified,0,0,
331_0,331,331.jpg,0,surface_injure,surface_injure,175,467,278,538,104,72,7488,0.00714111328125,1.4444444444444444,226.5,502.5,validation,Unspecified,0,0,
331_1,331,331.jpg,1,surface_injure,surface_injure,183,683,228,727,46,45,2070,0.0019741058349609375,1.0222222222222221,205.5,705.0,validation,Unspecified,0,0,
331_2,331,331.jpg,2,surface_injure,surface_injure,406,588,464,666,59,79,4661,0.004445075988769531,0.7468354430379747,435.0,627.0,validation,Unspecified,0,0,
331_3,331,331.jpg,3,surface_injure,surface_injure,586,508,722,705,137,198,27126,0.025869369506835938,0.6919191919191919,654.0,606.5,validation,Unspecified,0,0,
331_4,331,331.jpg,4,surface_injure,surface_injure,848,616,1024,810,177,195,34515,0.03291606903076172,0.9076923076923077,936.0,713.0,validation,Unspecified,1,0,
332_0,332,332.jpg,0,surface_injure,surface_injure,306,86,1017,294,712,209,148808,0.14191436767578125,3.4066985645933014,661.5,190.0,test,Unspecified,0,0,
333_0,333,333.jpg,0,thunderstrike,thunderstrike,103,163,258,460,156,298,46488,0.04433441162109375,0.5234899328859061,180.5,311.5,train,Unspecified,0,0,
334_0,334,334.jpg,0,surface_injure,surface_injure,839,886,894,933,56,48,2688,0.0025634765625,1.1666666666666667,866.5,909.5,train,Unspecified,0,0,
336_0,336,336.jpg,0,thunderstrike,thunderstrike,655,499,708,599,54,101,5454,0.0052013397216796875,0.5346534653465347,681.5,549.0,train,Unspecified,0,0,
337_0,337,337.jpg,0,surface_injure,surface_injure,303,16,591,336,289,321,92769,0.0884714126586914,0.9003115264797508,447.0,176.0,train,Unspecified,0,0,
338_0,338,338.jpg,0,crack,crack,481,219,819,400,339,182,61698,0.05883979797363281,1.8626373626373627,650.0,309.5,validation,Unspecified,0,0,
339_0,339,339.jpg,0,corrosion,corrosion,17,488,917,580,901,93,83793,0.0799112319946289,9.688172043010752,467.0,534.0,train,Unspecified,0,0,
340_0,340,340.jpg,0,corrosion,corrosion,2,217,412,317,411,101,41511,0.039587974548339844,4.069306930693069,207.0,267.0,train,Unspecified,0,0,
340_1,340,340.jpg,1,corrosion,corrosion,428,281,881,428,454,148,67192,0.06407928466796875,3.0675675675675675,654.5,354.5,train,Unspecified,0,0,
342_0,342,342.jpg,0,surface_injure,surface_injure,97,236,314,553,218,318,69324,0.06611251831054688,0.6855345911949685,205.5,394.5,train,Unspecified,0,0,
344_0,344,344.jpg,0,crack,crack,741,10,844,367,104,358,37232,0.0355072021484375,0.2905027932960894,792.5,188.5,train,Unspecified,0,0,
345_0,345,345.jpg,0,surface_injure,surface_injure,495,863,533,910,39,48,1872,0.0017852783203125,0.8125,514.0,886.5,train,Unspecified,0,0,
345_1,345,345.jpg,1,hide_craze,hide_craze,439,314,483,714,45,401,18045,0.01720905303955078,0.11221945137157108,461.0,514.0,train,Unspecified,0,0,
346_0,346,346.jpg,0,corrosion,corrosion,389,10,764,1022,376,1013,380888,0.36324310302734375,0.3711747285291214,576.5,516.0,validation,Unspecified,0,0,
347_0,347,347.jpg,0,craze,craze,502,130,920,999,419,870,364530,0.3476428985595703,0.48160919540229885,711.0,564.5,validation,Unspecified,0,0,
350_0,350,350.jpg,0,hide_craze,hide_craze,478,370,544,685,67,316,21172,0.020191192626953125,0.2120253164556962,511.0,527.5,train,Unspecified,0,0,
351_0,351,351.jpg,0,hide_craze,hide_craze,108,338,167,608,60,271,16260,0.015506744384765625,0.22140221402214022,137.5,473.0,train,Unspecified,0,0,
351_1,351,351.jpg,1,hide_craze,hide_craze,103,610,609,827,507,218,110526,0.10540580749511719,2.3256880733944953,356.0,718.5,train,Unspecified,0,0,
351_2,351,351.jpg,2,craze,craze,642,466,973,925,332,460,152720,0.1456451416015625,0.7217391304347827,807.5,695.5,train,Unspecified,0,0,
354_0,354,354.jpg,0,craze,craze,286,381,477,566,192,186,35712,0.0340576171875,1.032258064516129,381.5,473.5,train,Unspecified,0,0,
356_0,356,356.jpg,0,thunderstrike,thunderstrike,311,705,617,870,307,166,50962,0.04860115051269531,1.8493975903614457,464.0,787.5,train,Unspecified,0,0,
357_0,357,357.jpg,0,surface_injure,surface_injure,697,244,986,356,290,113,32770,0.03125190734863281,2.566371681415929,841.5,300.0,train,Unspecified,0,0,
358_0,358,358.jpg,0,craze,craze,537,236,731,411,195,176,34320,0.0327301025390625,1.1079545454545454,634.0,323.5,train,Unspecified,0,0,
360_0,360,360.jpg,0,surface_injure,surface_injure,555,194,634,652,80,459,36720,0.0350189208984375,0.17429193899782136,594.5,423.0,train,Unspecified,0,0,
362_0,362,362.jpg,0,hide_craze,hide_craze,578,1,816,283,239,283,67637,0.06450366973876953,0.8445229681978799,697.0,142.0,validation,Unspecified,1,0,
363_0,363,363.jpg,0,surface_injure,surface_injure,312,258,662,819,351,562,197262,0.1881237030029297,0.6245551601423488,487.0,538.5,test,Unspecified,0,0,
364_0,364,364.jpg,0,hide_craze,hide_craze,287,10,350,867,64,858,54912,0.0523681640625,0.07459207459207459,318.5,438.5,train,Unspecified,0,0,
365_0,365,365.jpg,0,crack,crack,709,355,862,639,154,285,43890,0.04185676574707031,0.5403508771929825,785.5,497.0,train,Unspecified,0,0,
367_0,367,367.jpg,0,crack,crack,334,328,803,805,470,478,224660,0.21425247192382812,0.9832635983263598,568.5,566.5,train,Unspecified,0,0,
368_0,368,368.jpg,0,corrosion,corrosion,231,45,396,958,166,914,151724,0.14469528198242188,0.18161925601750548,313.5,501.5,train,Unspecified,0,0,
369_0,369,369.jpg,0,surface_injure,surface_injure,752,3,1024,325,273,323,88179,0.08409404754638672,0.8452012383900929,888.0,164.0,train,Unspecified,1,0,
370_0,370,370.jpg,0,corrosion,corrosion,34,195,278,411,245,217,53165,0.05070209503173828,1.1290322580645162,156.0,303.0,test,Unspecified,0,0,
370_1,370,370.jpg,1,corrosion,corrosion,302,395,514,650,213,256,54528,0.052001953125,0.83203125,408.0,522.5,test,Unspecified,0,0,
370_2,370,370.jpg,2,corrosion,corrosion,534,555,877,864,344,310,106640,0.1016998291015625,1.1096774193548387,705.5,709.5,test,Unspecified,0,0,
371_0,371,371.jpg,0,corrosion,corrosion,572,5,608,461,37,457,16909,0.01612567901611328,0.08096280087527352,590.0,233.0,validation,Unspecified,0,0,
372_0,372,372.jpg,0,hide_craze,hide_craze,56,647,634,702,579,56,32424,0.03092193603515625,10.339285714285714,345.0,674.5,train,Unspecified,0,0,
373_0,373,373.jpg,0,corrosion,corrosion,39,425,969,516,931,92,85652,0.08168411254882812,10.119565217391305,504.0,470.5,test,Unspecified,0,0,
374_0,374,374.jpg,0,hide_craze,hide_craze,489,433,820,725,332,293,97276,0.09276962280273438,1.1331058020477816,654.5,579.0,train,Unspecified,0,0,
375_0,375,375.jpg,0,corrosion,corrosion,458,355,617,999,160,645,103200,0.098419189453125,0.24806201550387597,537.5,677.0,train,Unspecified,0,0,
376_0,376,376.jpg,0,hide_craze,hide_craze,352,216,387,389,36,174,6264,0.00597381591796875,0.20689655172413793,369.5,302.5,train,Unspecified,0,0,
376_1,376,376.jpg,1,hide_craze,hide_craze,366,397,831,533,466,137,63842,0.06088447570800781,3.4014598540145986,598.5,465.0,train,Unspecified,0,0,
376_2,376,376.jpg,2,craze,craze,861,374,1019,514,159,141,22419,0.02138042449951172,1.127659574468085,940.0,444.0,train,Unspecified,0,0,
377_0,377,377.jpg,0,craze,craze,14,55,552,794,539,740,398860,0.3803825378417969,0.7283783783783784,283.0,424.5,train,Unspecified,0,0,
379_0,379,379.jpg,0,hide_craze,hide_craze,2,336,420,727,419,392,164248,0.15663909912109375,1.0688775510204083,211.0,531.5,test,Unspecified,0,0,
379_1,379,379.jpg,1,hide_craze,hide_craze,442,747,827,1024,386,278,107308,0.10233688354492188,1.3884892086330936,634.5,885.5,test,Unspecified,1,0,
380_0,380,380.jpg,0,craze,craze,33,350,762,567,730,218,159140,0.15176773071289062,3.3486238532110093,397.5,458.5,train,Unspecified,0,0,
381_0,381,381.jpg,0,crack,crack,472,136,562,269,91,134,12194,0.011629104614257812,0.6791044776119403,517.0,202.5,train,Unspecified,0,0,
382_0,382,382.jpg,0,hide_craze,hide_craze,255,205,297,386,43,182,7826,0.0074634552001953125,0.23626373626373626,276.0,295.5,validation,Unspecified,0,0,
382_1,382,382.jpg,1,hide_craze,hide_craze,272,395,647,527,376,133,50008,0.04769134521484375,2.827067669172932,459.5,461.0,validation,Unspecified,0,0,
382_2,382,382.jpg,2,craze,craze,661,302,872,589,212,288,61056,0.0582275390625,0.7361111111111112,766.5,445.5,validation,Unspecified,0,0,
383_0,383,383.jpg,0,craze,craze,281,585,939,924,659,340,224060,0.21368026733398438,1.938235294117647,610.0,754.5,train,Unspecified,0,0,
384_0,384,384.jpg,0,corrosion,corrosion,420,6,639,972,220,967,212740,0.20288467407226562,0.22750775594622544,529.5,489.0,train,Unspecified,0,0,
385_0,385,385.jpg,0,corrosion,corrosion,245,461,442,689,198,229,45342,0.04324150085449219,0.8646288209606987,343.5,575.0,train,Unspecified,0,0,
385_1,385,385.jpg,1,thunderstrike,thunderstrike,403,127,523,180,121,54,6534,0.0062313079833984375,2.240740740740741,463.0,153.5,train,Unspecified,0,0,
386_0,386,386.jpg,0,surface_injure,surface_injure,178,531,306,688,129,158,20382,0.019437789916992188,0.8164556962025317,242.0,609.5,train,Unspecified,0,0,
386_1,386,386.jpg,1,surface_injure,surface_injure,319,314,617,595,299,282,84318,0.08041191101074219,1.0602836879432624,468.0,454.5,train,Unspecified,0,0,
