sample_id,xml_named_image,embedded_filename_image,primary_declared_filename,secondary_declared_filename,declared_image_exists,primary_object_count,secondary_object_count,primary_classes,secondary_classes,primary_boxes,secondary_boxes,primary_declared_dimensions,secondary_declared_dimensions,xml_named_image_dimensions,embedded_filename_image_dimensions,annotator_agreement_category,annotator_mean_iou,declared_primary_object_count,primary_vs_declared_exact_signature,primary_vs_declared_mean_iou,secondary_vs_declared_exact_signature,secondary_vs_declared_mean_iou,thumbnail_raw_mae,thumbnail_intensity_correlation,thumbnail_normalized_mae,recommended_identity_status,recommendation_confidence,automatic_resolution_applied,evidence_flags,review_required
872,872.jpg,352.jpg,352.jpg,352.jpg,True,1,1,crack,crack,"crack[359,153,569,814]","crack[359,153,569,814]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9798855087153279,0.22907954197303926,0.9933284369774328,0.05485780949351487,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
873,873.jpg,353.jpg,353.jpg,353.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[502,514,844,749]","surface_injure[502,514,844,749]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9642610070662647,0.07768267463235295,0.9878634018247042,0.07937283615620278,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
876,876.jpg,360.jpg,360.jpg,360.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[555,194,634,652]","surface_injure[555,194,634,652]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.3192660462622549,0.9084009160044239,0.312569722114773,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
877,877.jpg,363.jpg,363.jpg,363.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[312,258,662,819]","surface_injure[312,262,667,823]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9721157855029879,1,True,1.0,False,0.9842006877524091,0.17459788602941176,0.9999235872617396,0.009575391365255707,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
879,879.jpg,369.jpg,369.jpg,369.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[752,3,1024,325]","surface_injure[752,3,1024,325]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.31516352634803924,0.8780827368722585,0.36975843588839113,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
881,881.jpg,370.jpg,370.jpg,370.jpg,True,3,3,corrosion;corrosion;corrosion,corrosion;corrosion;corrosion,"corrosion[34,195,278,411];corrosion[302,395,514,650];corrosion[534,555,877,864]","corrosion[34,195,278,411];corrosion[302,395,514,650];corrosion[534,555,877,864]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,3,True,1.0,False,0.9818959842001317,0.32403396905637255,0.9997304711648592,0.01911725465156075,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
882,882.jpg,373.jpg,373.jpg,373.jpg,True,1,1,corrosion,corrosion,"corrosion[39,425,969,516]","corrosion[39,425,969,516]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.15098230698529413,0.9892556012413524,0.08638922162011173,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
884,884.jpg,379.jpg,379.jpg,379.jpg,True,2,2,hide_craze;hide_craze,hide_craze;craze,"hide_craze[2,336,420,727];hide_craze[442,747,827,1024]","hide_craze[2,336,420,727];craze[446,747,826,1020]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,1.0,2,True,1.0,False,1.0,0.2378609451593137,0.9998804634330862,0.009749931427290793,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
887,887.jpg,384.jpg,384.jpg,384.jpg,True,1,1,corrosion,corrosion,"corrosion[420,6,639,972]","corrosion[420,6,639,972]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.24159294577205884,0.9237369039050587,0.2866113267611502,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
888,888.jpg,387.jpg,387.jpg,387.jpg,True,1,1,craze,craze,"craze[180,1,681,403]","craze[183,0,676,399]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9719230769230769,1,True,1.0,False,0.9638594788396209,0.21476524203431374,0.9948221317326991,0.03856047618466733,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
889,889.jpg,388.jpg,388.jpg,388.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[625,878,852,925]","hide_craze[625,878,852,925]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.8746355685131195,0.006177236519607842,0.9997616625307536,0.015155747360383089,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
890,890.jpg,389.jpg,389.jpg,389.jpg,True,1,1,crack,crack,"crack[773,478,884,547]","crack[773,478,884,547]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.8929608127721336,0.11072686887254904,0.9996981597612998,0.01976612461508155,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
891,891.jpg,39.jpg,39.jpg,39.jpg,True,1,1,corrosion,corrosion,"corrosion[391,127,600,989]","corrosion[390,127,599,991]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9882419334513158,1,True,1.0,False,0.9882419334513158,0.36684857536764703,0.8448413322525289,0.42256949373753966,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
892,892.jpg,391.jpg,391.jpg,391.jpg,True,1,1,crack,crack,"crack[459,1,625,919]","crack[459,1,625,919]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.0855114506740196,0.9999655652668283,0.006773671848259758,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
896,896.jpg,40.jpg,40.jpg,40.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[1,339,427,583]","thunderstrike[1,339,427,583]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.32101715686274507,0.7420853086748631,0.5220937962204936,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
897,897.jpg,400.jpg,400.jpg,400.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[364,347,677,688]","thunderstrike[364,347,677,688]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,5,False,1.0,False,1.0,0.26732345281862746,0.7194237518285929,0.5638260753353612,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml,True
899,899.jpg,405.jpg,405.jpg,405.jpg,True,1,1,corrosion,corrosion,"corrosion[511,13,830,1016]","corrosion[515,15,830,1019]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.982633414849113,1,True,1.0,False,0.982633414849113,0.4267625995710784,0.859005752909866,0.44171719699649803,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
900,900.jpg,406.jpg,406.jpg,406.jpg,True,1,1,craze,hide_craze,"craze[244,241,570,461]","hide_craze[244,241,570,461]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,,1,True,1.0,False,,0.30741038602941173,0.9999249504467359,0.008981650943941603,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
901,901.jpg,407.jpg,407.jpg,407.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[642,1,1024,464]","surface_injure[642,1,1024,464]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.29995212928921566,0.9104392001002339,0.31254697907924345,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
902,902.jpg,411.jpg,411.jpg,411.jpg,True,2,2,corrosion;corrosion,surface_injure;corrosion,"corrosion[28,439,423,486];corrosion[441,445,991,553]","surface_injure[33,438,420,485];corrosion[441,441,991,550]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,0.9380530973451328,2,True,1.0,False,0.9380530973451328,0.23175742953431372,0.9669007325496151,0.21530475599743817,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
903,903.jpg,418.jpg,418.jpg,418.jpg,True,1,1,crack,crack,"crack[775,483,883,542]","crack[777,483,884,540]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9405880569869658,1,True,1.0,False,0.8256177222380006,0.47894071691176476,0.9795074600990169,0.13441761462584104,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
904,904.jpg,426.jpg,426.jpg,426.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[417,244,531,378]","hide_craze[417,244,531,378]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.16416494332107845,0.9996969874267995,0.018541386432320048,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
905,905.jpg,427.jpg,427.jpg,427.jpg,True,3,3,surface_injure;surface_injure;surface_injure,surface_injure;surface_injure;surface_injure,"surface_injure[353,460,536,560];surface_injure[655,380,742,469];surface_injure[466,58,642,236]","surface_injure[351,456,538,559];surface_injure[660,377,747,464];surface_injure[466,58,642,236]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9172658917276721,3,True,1.0,False,0.9172658917276721,0.1533404181985294,0.9337255793545572,0.24773900058043008,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
906,906.jpg,431.jpg,431.jpg,431.jpg,True,1,1,crack,crack,"crack[548,172,800,788]","crack[548,172,800,788]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9746189966752296,0.12615368412990197,0.9994563931726511,0.018460084424575134,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
907,907.jpg,432.jpg,432.jpg,432.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[278,502,497,836]","surface_injure[278,502,497,836]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.2747185202205883,0.97135199792062,0.14474694483714048,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
908,908.jpg,435.jpg,435.jpg,435.jpg,True,1,1,craze,craze,"craze[627,745,1019,944]","craze[627,745,1019,944]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.18367130055147063,0.9999308144139736,0.009070885214303865,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
909,909.jpg,436.jpg,436.jpg,436.jpg,True,2,2,craze;hide_craze,craze;hide_craze,"craze[239,327,628,739];hide_craze[650,538,1024,619]","craze[239,327,628,739];hide_craze[650,538,1024,619]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,1.0,0.12153607536764705,0.999779291772614,0.015953135744203484,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
910,910.jpg,439.jpg,439.jpg,439.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[273,460,528,856]","hide_craze[273,460,528,856]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.2683986289828431,0.9843533679748195,0.1251645103555285,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
911,911.jpg,440.jpg,440.jpg,440.jpg,True,1,1,crack,crack,"crack[356,244,631,830]","crack[356,244,631,830]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.4512618719362746,0.9932842390725481,0.08033757561963487,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
912,912.jpg,444.jpg,444.jpg,444.jpg,True,1,1,craze,craze,"craze[337,583,925,894]","craze[337,583,925,894]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.2549536611519608,0.9667104361725805,0.17274670002898096,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
913,913.jpg,447.jpg,447.jpg,447.jpg,True,2,2,crack;crack,crack;crack,"crack[498,188,734,494];crack[908,331,980,560]","crack[498,188,734,494];crack[908,331,980,560]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,True,1.0,0.38348843443627445,0.8190821278124258,0.4872643780068201,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
914,914.jpg,45.jpg,45.jpg,45.jpg,True,2,2,surface_injure;surface_injure,surface_injure;surface_injure,"surface_injure[191,417,664,655];surface_injure[16,517,181,872]","surface_injure[191,417,664,655];surface_injure[11,519,177,871]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.969808251589688,2,True,1.0,False,0.9462935505598344,0.2965638403799019,0.9987472230111121,0.03592975255427296,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
915,915.jpg,451.jpg,451.jpg,451.jpg,True,1,1,corrosion,surface_injure,"corrosion[3,424,980,513]","surface_injure[0,419,985,517]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,,1,True,1.0,False,0.8577150818530129,0.22594018075980393,0.9157218199235021,0.3251661159992184,ambiguous,low,False,annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
916,916.jpg,452.jpg,452.jpg,452.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[250,349,431,811]","hide_craze[250,349,431,811]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.32796894148284317,0.8676605655882166,0.40667638461809796,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
917,917.jpg,456.jpg,456.jpg,456.jpg,True,2,2,hide_craze;hide_craze,hide_craze;hide_craze,"hide_craze[389,70,428,591];hide_craze[392,714,419,1017]","hide_craze[389,70,428,591];hide_craze[392,717,423,1016]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9324546952224053,2,True,1.0,False,1.0,0.3943416819852941,0.9998090422622746,0.015764354702974718,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
918,918.jpg,457.jpg,457.jpg,457.jpg,True,3,3,hide_craze;hide_craze;hide_craze,hide_craze;hide_craze;hide_craze,"hide_craze[430,194,483,350];hide_craze[453,467,486,536];hide_craze[466,641,525,756]","hide_craze[430,194,483,350];hide_craze[453,467,486,536];hide_craze[466,641,525,756]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,3,True,1.0,False,0.9311445508435933,0.1685690487132353,0.9998662045528445,0.013122422505028401,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
919,919.jpg,459.jpg,459.jpg,459.jpg,True,2,2,corrosion;corrosion,corrosion;corrosion,"corrosion[444,505,509,1013];corrosion[464,6,570,500]","corrosion[444,505,509,1013];corrosion[464,6,570,500]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,2,True,1.0,False,,0.20723039215686276,0.9769229483917593,0.17154555149481518,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
921,921.jpg,460.jpg,460.jpg,460.jpg,True,1,1,crack,crack,"crack[419,8,684,641]","crack[424,12,688,643]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9576921732850303,1,True,1.0,False,0.9576921732850303,0.14286726409313724,0.9960900749938031,0.06533200886132856,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
922,922.jpg,461.jpg,461.jpg,461.jpg,True,1,1,thunderstrike,thunderstrike,"thunderstrike[583,113,727,156]","thunderstrike[583,113,727,156]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.18881357230392154,0.9998184965098242,0.014368931001124546,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
924,924.jpg,466.jpg,466.jpg,466.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[159,461,800,558]","surface_injure[164,458,797,553]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9096547255392021,1,True,1.0,False,,0.2554716222426471,0.9979342065297788,0.02876811147029073,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
925,925.jpg,476.jpg,476.jpg,476.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[53,508,552,692]","surface_injure[53,508,552,692]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.11411994485294119,0.999340375125813,0.02916121528877204,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
926,926.jpg,477.jpg,477.jpg,477.jpg,True,1,1,hide_craze,hide_craze,"hide_craze[169,110,431,158]","hide_craze[170,113,430,161]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.8782735918068764,1,True,1.0,False,0.8782735918068764,0.4273600260416667,0.9981630116040497,0.03983969575441701,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
927,927.jpg,479.jpg,479.jpg,479.jpg,True,2,2,surface_injure;thunderstrike,surface_injure;thunderstrike,"surface_injure[611,206,750,325];thunderstrike[689,725,853,778]","surface_injure[608,207,753,321];thunderstrike[689,725,853,778]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9602630074328187,2,True,1.0,False,0.9602630074328187,0.29264131433823526,0.9983366902116196,0.0405551783056448,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
928,928.jpg,482.jpg,482.jpg,482.jpg,True,1,1,craze,hide_craze,"craze[605,210,942,891]","hide_craze[605,210,942,891]",1024x1024,1024x1024,1024x1024,1024x1024,class_disagreement,,1,True,1.0,False,,0.07190659466911765,0.9999637053319201,0.0067156268778613745,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
929,929.jpg,485.jpg,485.jpg,485.jpg,True,1,1,corrosion,corrosion,"corrosion[12,20,992,481]","corrosion[12,20,992,481]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.29706169577205876,0.9194481386448343,0.3268026633290382,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
930,930.jpg,49.jpg,49.jpg,49.jpg,True,1,1,craze,craze,"craze[375,269,806,364]","craze[375,269,806,364]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.2592696844362745,0.8777704639765428,0.23613117115358684,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
931,931.jpg,490.jpg,490.jpg,490.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[281,508,505,839]","surface_injure[281,508,505,839]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,,0.22323931525735288,0.9999640584423669,0.006944602929113369,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
933,933.jpg,492.jpg,492.jpg,492.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[411,181,552,338]","surface_injure[411,181,552,338]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9599110084285286,0.3759286917892157,0.998749301937409,0.03714393634482188,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
934,934.jpg,499.jpg,499.jpg,499.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[269,285,602,514]","surface_injure[268,280,602,518]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9594704302754012,1,True,1.0,False,0.9594704302754012,0.592749502144608,0.9955541931242944,0.05855494673691798,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
935,935.jpg,5.jpg,5.jpg,5.jpg,True,3,3,corrosion;corrosion;corrosion,corrosion;corrosion;corrosion,"corrosion[5,222,361,306];corrosion[367,269,602,367];corrosion[609,311,911,430]","corrosion[3,225,363,307];corrosion[369,272,602,366];corrosion[609,311,911,430]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9649172657163892,3,True,1.0,False,0.9649172657163892,0.2933909696691176,0.9707547988497058,0.11504674865456935,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
936,936.jpg,504.jpg,504.jpg,504.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[289,252,502,588]","surface_injure[284,249,503,586]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9585762421778895,1,True,1.0,False,0.9244354145502852,0.0970147824754902,0.9989136460800528,0.03059438879054113,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
937,937.jpg,505.jpg,505.jpg,505.jpg,True,1,1,corrosion,corrosion,"corrosion[6,200,1012,616]","corrosion[6,200,1012,616]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.2247472426470588,0.9409412808871157,0.2879034287434216,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
938,938.jpg,509.jpg,509.jpg,509.jpg,True,1,1,corrosion,corrosion,"corrosion[6,645,1009,867]","corrosion[10,647,1004,865]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,0.9732594286531006,1,True,1.0,False,0.9732594286531006,0.2676125919117647,0.9516231887482013,0.23637503840254004,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
939,939.jpg,513.jpg,513.jpg,513.jpg,True,1,1,craze,craze,"craze[309,244,480,670]","craze[309,244,480,670]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,False,0.9704900662251655,0.3944852941176471,0.8320851311950819,0.2602685779633973,ambiguous,low,False,annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
940,940.jpg,514.jpg,514.jpg,514.jpg,True,1,1,surface_injure,surface_injure,"surface_injure[180,216,966,561]","surface_injure[180,216,966,561]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.513073491115196,0.9941528521196573,0.0754322074302673,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
941,941.jpg,515.jpg,515.jpg,515.jpg,True,1,0,corrosion,,"corrosion[55,433,861,760]",,1024x1024,1024x1024,1024x1024,1024x1024,object_count_disagreement,,1,True,1.0,False,,0.14792528339460784,0.985172551070761,0.13312085940806806,ambiguous,low,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;primary_annotation_exactly_repeats_declared_sample,True
942,942.jpg,516.jpg,516.jpg,516.jpg,True,1,1,corrosion,corrosion,"corrosion[9,158,1020,633]","corrosion[9,158,1020,633]",1024x1024,1024x1024,1024x1024,1024x1024,strong_agreement,1.0,1,True,1.0,True,1.0,0.1270431219362745,0.9840138868457406,0.1341980689484738,xml_name_correct,high,False,xml_and_embedded_images_highly_correlated;annotators_agree_on_embedded_filename;annotators_agree_strongly_on_current_xml;primary_annotation_exactly_repeats_declared_sample,True
