source_image_id,filename,extension,file_size_bytes,sha256,decoded_width,decoded_height,image_mode,decoding_succeeded,decoding_error,number_of_annotated_objects,official_split,xml_width,xml_height,xml_dimensions_match,pixel_sha256,dhash64
537,537.jpg,.jpg,46262,22b77e28ecb4ca79aa94e915459e26f289e66792701749de2f7f8141924ed952,1024,1024,RGB,True,,2,train,1024,1024,True,78633ab5e1cb078a0180bb1c176b45ef410380c9a8dd5023c67fce5c7d165d3c,fffbf95416173030
538,538.jpg,.jpg,84042,6a09237559e64941048cd921f1a3cfffec33c15651f05b19a13959771d2932f0,1024,1024,RGB,True,,1,train,1024,1024,True,64f81866a72205d56c0b1f1d7f219c5a22f05a58d715ef57b20bf52f4ffbc636,3f37331303030100
539,539.jpg,.jpg,150150,71ffab9c36166cb0a7de5223f6b216f0f0ee05a5ddb7480e8a8ea467680d10b6,1024,1024,RGB,True,,2,train,1024,1024,True,0d0e4b249f8814057ab8a187f1dc46adffc7febad244393e7e14e96fc5038f2c,7074383133272767
540,540.jpg,.jpg,60189,d344b1346cee3536305ea074e135bac8d1a212d37591a84af56e98600f1c150d,1024,1024,RGB,True,,1,validation,1024,1024,True,14de0e6d96ce5a44e53af641b5f79cec97d60e71c9d6bb7b0b61684a74d58780,c8c8c8c8c0818081
541,541.jpg,.jpg,41119,f93968d02772afb473a4718bfbfc4256e93daae781d138410d5d79233deb39d4,1024,1024,RGB,True,,1,test,1024,1024,True,a382eef200f94a2bcf58299e111473d7e8435f80a1fb1a9b913dfbdc298c1920,000008181910080c
542,542.jpg,.jpg,31239,3eb71347d12bb2ff05918c6a4e3d66e0c919169e318136415fc4732d29feeb4e,1024,1024,RGB,True,,1,train,1024,1024,True,07cb3fe0aa1af37dc552b022af055d2e7ec936ebc8610962eb449cc11c77ce66,0703030190d8f876
543,543.jpg,.jpg,68427,3c38bb82da72d4a4ee34526710486a9fc4a03c41c79ec8c3df92b4c10bbcfb46,1024,1024,RGB,True,,5,validation,1024,1024,True,3a37b5c3ba84c7d3ee7f35bf91faaec64bc8270f22d2ce3c55886bca9d0c98ed,c8c8f0f131251d8f
544,544.jpg,.jpg,44629,acf8b8e1f4094eaca9784226eff49d5f9230c3fd939841ffd4fee3844867a26d,1024,1024,RGB,True,,1,train,1024,1024,True,bf8c4475667d3e5a63cf01fbb2e4c4a70c974c6ce10b43381c50474ffd885278,031333030d162767
545,545.jpg,.jpg,149155,1028991c58749b43e71c915eb54b2dc24a1b69a3c53f83bd16fb25e7a890ff03,1024,1024,RGB,True,,1,validation,1024,1024,True,599c0a43141943a6b405255a336590d9d05a95fa18fe773d22bbf80e91118561,f8f8f0f0f0dcccac
546,546.jpg,.jpg,110642,fc726b08354fd28d031244805160f0da861ab8850be16bb838557dcdec25da97,1024,1024,RGB,True,,3,test,1024,1024,True,2b4ba82d9d6d88a14813f7a65cbf55927eaeb903a58ca0af877d8022f3ddbb7f,82c0838381203230
547,547.jpg,.jpg,81502,47cc9396d36798c6968f28713da19f517129660a0ca3ee5e388964c2e137175f,1024,1024,RGB,True,,1,train,1024,1024,True,38c09bc3a48a9fec6a9f6121d480ddf579b9ec13b389a07eb89d10d1b02a8e96,0903233733330707
548,548.jpg,.jpg,73507,cd240e55ca470d1e03b53032d931a66400ff6fe97006b9c0146a5dd192211860,1024,1024,RGB,True,,2,train,1024,1024,True,c8c5500ae0da26c40ee2bb5d60fd2a76dbbd30d1af0a78ed574993a10aa46992,0707870707070703
549,549.jpg,.jpg,90488,5e21a59e58b3384c09554c23d48122ba8c399abcbe7bc942cf187edfe94c985b,1024,1024,RGB,True,,1,validation,1024,1024,True,53a385a1f94bace8f7c02bad42df231cf94fd28fe283eb1a1baec676739b2ab8,e9ededec6cececbc
550,550.jpg,.jpg,44625,2ba9aead7147e1b298ef8793087585d16aea857c26d1e5fca3376a7930386e53,1024,1024,RGB,True,,1,train,1024,1024,True,69a6baa6749465bdb3be4db5e6c52b3db4bc60ed2ec65e2b85e6d318a39b157e,f8ec24141418980c
551,551.jpg,.jpg,222540,08e6d47ec6cae8a17bc4ad3c8270266b931a44761dd831bfa2e866d9b1f5986c,1024,1024,RGB,True,,4,test,1024,1024,True,1906fd77500b3d215f1893a7f334c623acc89c459397aed5f62413ada6078e92,c8c8f0f1b1251d8f
552,552.jpg,.jpg,40364,6b4d9b8737363ee67ac525b1178dc20c41a226f775ddfabead3fc6e0f4fb7a78,1024,1024,RGB,True,,1,validation,1024,1024,True,9f1dbf8e8781528bbdde3d106f10d81c290395d3ecd7bababc6a3abfed8d3b27,303038382c646477
553,553.jpg,.jpg,85555,8c3bc9493e43aef1b028f85bb8bf237602c6cfb9ca321e92b2cdca6c4310bd9a,1024,1024,RGB,True,,1,train,1024,1024,True,0aacc9e071698e42060c42cef5573b97a5e8378506311aa3f1fe327b6efecec1,0f07030303030f07
554,554.jpg,.jpg,84735,f759263eb57f15f4e81077e4d525a2b02ae64b36b6f4cef91881d2a0a7fb17e2,1024,1024,RGB,True,,1,train,1024,1024,True,c7aa0c8168fd761cd1d7f78132eba7e1c635ec30c45063b8f876ce9b876d26da,632030210f3efcb8
555,555.jpg,.jpg,32779,d5472719d238b4507155ff68bf1d4b8abd2db5917232a6dc9bdf59d9970e8b27,1024,1024,RGB,True,,1,train,1024,1024,True,144fe7bb948094a4c999e996485d75b2d8e87d2d580df3bc1607c9ebbd067abc,00000e7c04020f00
556,556.jpg,.jpg,54792,284da8822d003aaa18c1dd3134364940efaadc1c21dd98ab38f84ca6bcfb5b7d,1024,1024,RGB,True,,1,train,1024,1024,True,8ecf0da612cd823ee6ddb0a106d80175d66565888d890b85df43064e34bac44d,fbf1e4fc8c8441f0
557,557.jpg,.jpg,89944,7aaecd8fc67ca53442f769ab3bb5ff303115601809f2d33b6fa2e677d205596d,1024,1024,RGB,True,,1,train,1024,1024,True,409fa2b9669b78d4aedc84bd0e02ee9e8782ba88fd0d2241319877bba629bdb4,1f0e0f0e0f0e0c0e
558,558.jpg,.jpg,31548,9f72a5603754ebcbd823d673c809dbeb28ed76443c260df514062a75f2521b55,1024,1024,RGB,True,,1,train,1024,1024,True,9b2f99f5511d3202603a681de813b7da1922c9e7a52670bf1012981e0611c8fb,0018f81818181818
559,559.jpg,.jpg,89728,1e1e33a29d77f8f9604be7141a85f3c2e638f7e6872660c55bbf11a7702eb363,1024,1024,RGB,True,,3,train,1024,1024,True,fe9f9717d1b5e771aa17bcdcae89acc174efbb38efac65938b624c2feb158c76,07c3e0f0ecefdf5f
560,560.jpg,.jpg,97252,f197a7f06c0a430d2617757255fce32256906772d42b5a90566fe551b48c883d,1024,1024,RGB,True,,2,train,1024,1024,True,1a0afb4ea44b310bbb4bdfa2c85dc2d2c1ea08c60fde4f73394275bf806b32e1,e4e6f6e0f0f2f2f0
561,561.jpg,.jpg,90700,d29486b2ae5e54b56c1b8d3836240003a4e611637653dde981c8931e93e248e3,1024,1024,RGB,True,,1,train,1024,1024,True,393427fd6ef1c3e7d480cefcc888f6dfcb576357675ab5e0a177ac744434574e,c0ccd9d9f5e1c5e7
562,562.jpg,.jpg,78270,5139f8f4a4e7c6617c3ffb80979bbf7ff3d27bfbda7a71226990c3567865aab6,1024,1024,RGB,True,,2,validation,1024,1024,True,b9ae7df6dd98f30afeb89b6241f9e99db68f16b6a04cd8760cd94d0a33b2f68e,ffffff73b3a82e22
563,563.jpg,.jpg,92208,1876c2ea621a76e745275346bcf48b0ab5c8158640e8dfb5e78d1e3709342266,1024,1024,RGB,True,,1,test,1024,1024,True,8a89f83d07855b74c40fcd9e73a76e95b9489ad722c650eb6ceaf0f41fc426eb,445c1c9c98983da7
564,564.jpg,.jpg,49823,300bc3d23056922764a25ec467a2c638623e92e37c86bf3656798a70117ca1ba,1024,1024,RGB,True,,1,train,1024,1024,True,62181a43e722ff4f1257e6464e46185623d8beb6f3011f664450f7cd8c26a5a6,3878787878787870
565,565.jpg,.jpg,63852,ed9ff90a27b997e13bbc08a4add814497ea646909d4e66f47c7aadf7d6a48e14,1024,1024,RGB,True,,1,train,1024,1024,True,0766244330aad007df53f7a95d5dba952e2a1e2b5905e03b1bfc708815666ee6,c0c0c0e0f8f0f86c
566,566.jpg,.jpg,63812,6b8e9700929533cbf6930cc3b0c3c72eb0c4fe7b71e79d9848afaab9e6423d8a,1024,1024,RGB,True,,1,test,1024,1024,True,f065a9de0b155466be986370edee9dfafd3b5a3cb3d0cf8c758f49bcca0cf3ca,e3f3f3f3f1f3f3f1
567,567.jpg,.jpg,35741,31d1ec60100a84de051d1522518ccef73c77a39d39c5f189503c5c8a9905ab39,1024,1024,RGB,True,,1,validation,1024,1024,True,b36a2a16337d092af66f30ca148d63768ac5e243c1ba45d066ff669bf3f6cbce,1f37130b191c0b1b
568,568.jpg,.jpg,38989,f29b4f3f42f1a82ac662a368ec1cf2814a99d7492b9ca614ddc59b1a539300fc,1024,1024,RGB,True,,1,train,1024,1024,True,355f000ce2de713b658b7cc1eaf08c38a8ffe77859ec1980522598820bb29272,30b03030383834b0
569,569.jpg,.jpg,30712,e829120d08271c6f1f9eb3524304050a2d9625e8cac82d052fafea0e11ba008d,1024,1024,RGB,True,,1,test,1024,1024,True,4788ca6b75832a1051948a793a856318f310f706fd73fe53d346295ecd6f5894,391c0e0606008008
570,570.jpg,.jpg,32505,241023822612f08a415b1dd183b68ccc79ba6e30e8508ffb95a307d0135c2891,1024,1024,RGB,True,,1,test,1024,1024,True,ac374b8763a719d246a801c787be4cdac84f508383f3a1ba111761f191507e39,1f17317131501819
571,571.jpg,.jpg,49628,9b0a26929029c30202a1764f4650846464ceb097055eb1daa40d2a02d9697bcc,1024,1024,RGB,True,,1,train,1024,1024,True,1f657728ac12a19cb117969724841723ed5e7784b1cfb5c55d7f39f2a1eae592,1b1c1d19393f7777
572,572.jpg,.jpg,71075,b80d55f04ac171e56f61366810c5d67f344f5d41858b6c84b8bfaf227cb929f4,1024,1024,RGB,True,,1,train,1024,1024,True,a6bf7e30e3beb8b40f6838e1f8578fe190b178591365b47bae93c49d3cc66f4c,ddc7737321000800
573,573.jpg,.jpg,55215,7eb93a056351fef05b3c4c28c10ee2bffca37260646e44b92f987d66837cad1d,1024,1024,RGB,True,,2,train,1024,1024,True,ae7b44e41484b838317c65bbf3b893c163e8e971ca2dcb362fa45656ff38115e,0d3d2530180f171f
574,574.jpg,.jpg,67814,d29e43048f52cbd917795e68cf831ab6cad827036d61ba6e5a0b94bb29a1a4c8,1024,1024,RGB,True,,1,test,1024,1024,True,39abc3cb936d747662f070db58860b201aac5ffe94660b22402618f7216b9c48,e0fc3f07119880e1
575,575.jpg,.jpg,58128,2278cba2e1ee72a005a13f7a40bc3892b79e88d05e1d20b8d40bc581c8630efd,1024,1024,RGB,True,,1,train,1024,1024,True,9bcc9af9c48b1ac375a6f955f6342b908c231e78597ab16ecb666a85effae7a9,f8f8fafafaf1f3e0
576,576.jpg,.jpg,65028,d475a86a62f65e5999aafde5aa4a1bd735eea88f2304d18656d58dcdc8731883,1024,1024,RGB,True,,3,train,1024,1024,True,1a4c27a2afde3b0323ce9b8dd7433e7ac50693f6f5a39cbf5dcb6ea7009d6d59,333931707071e113
577,577.jpg,.jpg,32715,675c3950472423c2b2e82acec85ea1c3a89094107367d81b6dbbc1e84577f041,1024,1024,RGB,True,,1,train,1024,1024,True,04e8b0987c62d70a94e3f90cad79b0bd0ac563553ab88f604aa76a3167f5ae5e,0391311999ca1908
578,578.jpg,.jpg,24221,d3ce35fa4b36f001a2a41ff04b8036711131b1f6a1656728be1d56ca1c89d413,1024,1024,RGB,True,,1,train,1024,1024,True,d8b677b7a8c1f73c5e4522d4fa7b13ebf9a53be1135b0abdb3cb488178760674,f8f8f8f8f8f87878
579,579.jpg,.jpg,71884,01c416f1ceb5942ccb98bd19ab061293af68adc06d9636101931645974497e13,1024,1024,RGB,True,,1,train,1024,1024,True,6a55f37a5ba0b78c5f61444aebc1629358185c995767066e56d34482ceb47b48,d0f0f0f0f0f0f0f0
580,580.jpg,.jpg,88792,3b40a7add26cf6a437d451ffe924d824dbcc4fafbad00976a5287c08d61092f3,1024,1024,RGB,True,,1,test,1024,1024,True,ac683b06091958e89bbc3fa5f7476c41c5da82687eab84263ca41ab5f0780c15,3f3f3f3f3f271707
581,581.jpg,.jpg,47188,da18639d0418ae1abf7c20328686bf3e69e18272426678b6b496895a7ef60c6a,1024,1024,RGB,True,,1,train,1024,1024,True,bcebd28544d8071c1eed696df7cb57b158e285e134f520046a07e0a896757b85,057ff8c000040202
582,582.jpg,.jpg,30518,0dd2f5284e5e02734f0d308692ca27d1f029493b5fa784f0ac17b167433e5cfe,1024,1024,RGB,True,,2,train,1024,1024,True,56348ce611ae81c821667c3ee06227a8f42f9c4654658eec025bc17eb0e7f87d,1078d89b18181818
583,583.jpg,.jpg,37703,0a3956b83fb93542f4a8cecbb982af7071c42abb7f1fbbd115e4152e65241376,1024,1024,RGB,True,,1,train,1024,1024,True,c07a84b68c75f6a9351301c7b7f9912c7fc7ae6f3fb3b6bb686065660b43815f,1f1f1f1f1f1f1fde
584,584.jpg,.jpg,47556,c965ae7f66959782498ff27d81f691254b9082b069a52609b5feb310b74c6b91,1024,1024,RGB,True,,1,validation,1024,1024,True,d8fce6cb973dcbbc4d38eea148f584f3bc248ab3e77cbd1eefa97ed7de253a48,ff9f4767b3f067f7
585,585.jpg,.jpg,41565,b4803ce77faee2834cdd95ce48f8b4057cec38475bb6bab27626b725f4dafe19,1024,1024,RGB,True,,1,train,1024,1024,True,5d8dfc9ee719192d53b7fc73c74075d7ac6fc78a90d89b2211ffa87df7e7c9ad,f333333274701810
586,586.jpg,.jpg,33428,d33b326fe2c22c9dc14bbb079fbbba9111a2c0868bc7b5b9a93214491cdcc13b,1024,1024,RGB,True,,1,train,1024,1024,True,f743529aa22c2157044a382a86885a43f6b0c61656b587e4c14385841ac7cadd,13337371f1313333
587,587.jpg,.jpg,89413,d9e53498477a6f8b4d8ee4f4e9d31fadb77190643841642f62c78797c24f9f29,1024,1024,RGB,True,,2,train,1024,1024,True,b3ad7078baeee10a59fc734696c4801a5dfe103e542533b5b24cb0d38c823cf3,0f0787878f074783
588,588.jpg,.jpg,65039,233efefcf2ecfb353ae506603c1c8569989d8a09c9ae55916a560348b6bbc5de,1024,1024,RGB,True,,1,train,1024,1024,True,e8a63dd64535640e48d3d54e1de657b3588a75a3fdfcb4179d676be05ffa6334,0336143880d8c842
589,589.jpg,.jpg,27832,66c26407b26b8b83ae377cc7295f515003eea534ff85e41876358c9b9d6223bb,1024,1024,RGB,True,,1,train,1024,1024,True,9bec429318358729c19c9d5cac89c5f1e9ba8ec1bcb67f4064f973ae81ea09b8,0002030301000000
590,590.jpg,.jpg,33361,c78ab248a7e4d61fea3cb5f7f3f4f7d55879881f910ff8474f5a2eeafd0577c2,1024,1024,RGB,True,,1,validation,1024,1024,True,cb3077a47d2fefc6483f307f75c7e67590cc7b06d9aae62bc3ba94ec4fa31514,e04028786060f0fc
591,591.jpg,.jpg,85212,e7a506e15642bd32dccb318434cd11ab636215af2d2fc26ee0cb7217aaa74256,1024,1024,RGB,True,,3,test,1024,1024,True,0af1f4dd3db1c0a3c633ea56150b1161c11393d20866b618f11d60aed8724da6,e4e078f8b1900e0f
592,592.jpg,.jpg,53597,66e5c5d6eac1bdc105a1af1d8ac11ca275028928331b4fb2f64d1ddf24cc7d9d,1024,1024,RGB,True,,1,train,1024,1024,True,9aee33fd614876fde4f36e656df30f231c9c7aa08a3217bff3d3f1e234d9b72a,3f9ffffffc700747
593,593.jpg,.jpg,40411,990d249cff6906fc1396f24f218e2b170a1674cc7b14d74931f29471eeaf9f81,1024,1024,RGB,True,,1,train,1024,1024,True,9f2040146bae4afbbd34639f467e3994dd975bfc52192c16a2aae74ccb9fdf87,3030303038383434
594,594.jpg,.jpg,40720,1da5aa12200f7c2eadcd0230cbd63ffe136d2889e3c27f0422d65ca0645bb1ce,1024,1024,RGB,True,,1,train,1024,1024,True,5343116581ec2e8ca0587b5a5dac9436fdf496bd08199b8b3de4cfe289e1a2b9,13177371f1333333
595,595.jpg,.jpg,74736,3169351558e35ca82293af532602205036de529edb02cb378fdcb7d5cc9a0716,1024,1024,RGB,True,,2,train,1024,1024,True,6dab193df633ec0f8dd50214832a12805a1f64f0ac3f9ed0eefa6aa0ff0fdb17,11040cccc3038306
596,596.jpg,.jpg,40583,254d916d8ffd273493a4cb3d0195d845d0aff9ca03b85b5082bbfd44b1e51555,1024,1024,RGB,True,,1,train,1024,1024,True,f223ff88605b0dcc8eefa70bb58242db929d4b89d480ab11e8781dbd70657404,1b9ad86939311313
597,597.jpg,.jpg,78869,20a7803ca498a8b697804660c40d7adb3f9a91cdf4e38dda0d380206fb2d5fed,1024,1024,RGB,True,,1,test,1024,1024,True,652ed919f4f99315ff5f0c8b3be623c3d480652af7c4dfa367dc565b0a15233c,7f77b080c0fcfddc
598,598.jpg,.jpg,56233,d67e52bf6722d6f87af918bd5ed1fefbd8e65f062db68cde735c6dce7a765611,1024,1024,RGB,True,,2,test,1024,1024,True,96bfed8e6a3633b99a4062232652a28b1466f45c34a1d0bc538df5c2b97d852a,d0b0707070301818
599,599.jpg,.jpg,69119,aec52b65117c9e515f335cef6d13e3d1307425751f71f9a9b46dd310a4c6b721,1024,1024,RGB,True,,1,train,1024,1024,True,887929e773b2d6a6552ee5956b02ec5905d5e0f1c66a6709f41a1c8de8f1da5d,b0802010740c0c58
600,600.jpg,.jpg,31534,2e0b8185d4b561ef7297a73fd2e3f1844367f1b247b4afec5d23f69c51f05cd0,1024,1024,RGB,True,,1,test,1024,1024,True,b0b8e1a6949786a1d204caf62f98ca3eae82687b4608411379b7a1e663ff60e3,df1f00fcfef4fcba
601,601.jpg,.jpg,39938,65803b8622c73e41637b29c3451e488f2cbc3b9abfde50c035613f31793a280a,1024,1024,RGB,True,,1,train,1024,1024,True,57796cb54e9bf806a746326754afc2457d774da2d740b29f55f25a93d996090b,070f3e3cf0e0c183
602,602.jpg,.jpg,33961,ce95847f31108864d260ec257199861cc108f90d09f00f1457c3ad6baf5ae945,1024,1024,RGB,True,,1,validation,1024,1024,True,1b297f26fb19ca16b7a7c99078edeb8c09d7709e7c9f9d236ad2ac81115229dd,67e371f03071290d
603,603.jpg,.jpg,113917,7d6f857c123ea2cc5498d72c433493923bae53fb9a6ea241081908f3dba85431,1024,1024,RGB,True,,3,train,1024,1024,True,5e7d3eb591f1705a770d13393dc384933d22659cb3297c118e07f25469fb4467,7ff3f1f9bf1f5ddd
604,604.jpg,.jpg,57694,792adac89fcad33503da3dccf444d4685436a8670445948080f31f129b8b511d,1024,1024,RGB,True,,1,train,1024,1024,True,27a429d3d13cc3eb5c91503bbe643f5388731dcd985f3d45c3d5d7f5c2544c9e,e6676664e8e02020
605,605.jpg,.jpg,72764,6f5fa80cad18821c3d9b236a324091f538d5db7673c30fb493decd5b9e9a658e,1024,1024,RGB,True,,2,train,1024,1024,True,3e2c258c9af9776ec77c8db83bc0197b4daf344c814e3c4413ac409c3db22095,050b070004100020
606,606.jpg,.jpg,28735,775c68b321c76937bc7b716c25d19d5c79b91304d1a4bde46c5d970ae47f0717,1024,1024,RGB,True,,1,train,1024,1024,True,ab648a2259ebc407859bb30412d861d7959aca81a42e2cfd3eb1164750e35eda,c7c7e7e70787e3e3
607,607.jpg,.jpg,35601,b51c8cf3f426eecb0579b9f67d0987fa5b3ea46ed2b532b458800c1e7991ca5e,1024,1024,RGB,True,,1,train,1024,1024,True,cadec513ffad4dc20db076903e52a3b2b74c87661a29134e7c47deaded278c45,eef8d81000000000
608,608.jpg,.jpg,32017,11738256f77910d3e71667aad8ecdbc06b143b14627cf589394bc4f85ad912b1,1024,1024,RGB,True,,1,train,1024,1024,True,d92c51b0161e538951f4d759da4bca7c9ba0959c8a15b17710d6fa20cd60d65f,f3f3f3f3f3f0f3ff
609,609.jpg,.jpg,128415,d8b916f15394d3b9e72e69c0bf97cf3d40730eac4690a99edf999d6cfd44f0ab,1024,1024,RGB,True,,2,train,1024,1024,True,b80d3500c4e202a03e4baca1f832881b7260ed52cfc494dd96accc06bcfcc98a,72726341030062a3
610,610.jpg,.jpg,21853,66ca5a13ad4e9a73dad42d9e22ee9f11386dd7cd600f71b79f35aa5aa5a75434,1024,1024,RGB,True,,1,test,1024,1024,True,a7a85be100343600a337d77252c929f4bea6ac81b05aa3c50b65d105bbc992b5,1919313131313031
611,611.jpg,.jpg,39548,d6ac8492315aed0d0fbfd2f12722ec59051c3089b5036ce03d70b1613393a4a0,1024,1024,RGB,True,,1,train,1024,1024,True,a9b80d1779f1b0812f0d57deca8aab861e0108350b2f7df950935a402109520f,1010303030303171
612,612.jpg,.jpg,57019,15eb9515bb2a320f6679b3645759a5c60c5a740a425bd08a38df0cb035234c68,1024,1024,RGB,True,,1,train,1024,1024,True,f53cd2f6948d07be9ba23f1752da948439e73d8bd4e5cc07b15af4bacb32f076,00c46464380c0c00
613,613.jpg,.jpg,55126,8cb95264b502bf8c0b164b7a8af3d3cd7813c189de6e5d5648dfd1b4a965aa57,1024,1024,RGB,True,,1,validation,1024,1024,True,51b7f6626e0d41a82d46ee1514eabd6687ba13b7dcdfb8a2ef63f96982aadd77,02868c90a0e08080
614,614.jpg,.jpg,21667,5917056986d8e5c858868f1fc648801fbed8fd2b60138d71339073d4a429b6ac,1024,1024,RGB,True,,1,train,1024,1024,True,e99a1a3a21c9a2ab773bf1b43b0976f82c82297fe3c90d77cd42b767f07d8352,e7e7f7f7f7f7f7f7
615,615.jpg,.jpg,68374,5d2f2dd57a11a8404aceba8c5be3eefbfcb127afec5838fa112d492d28b35b00,1024,1024,RGB,True,,2,train,1024,1024,True,b108dcbd8f589db74dce6d69447860ee329aaab60ce96aaaca6da475e91e3f3a,901060b1b1b1d0d0
616,616.jpg,.jpg,51764,c35a829bbbaf25c305255fb293eb240337a1e8b6b3aa9f706acffb5c1faa76a0,1024,1024,RGB,True,,1,train,1024,1024,True,deafe98be2f5cc1a09ea9a84a11401183f4b59366ecfd0801dd55dedbebfaf71,010002468cc0c4c4
617,617.jpg,.jpg,39127,8cb8050028bc0fa577049e5c7f35d8e9cb1546daadc8d6261258579aca6a37e7,1024,1024,RGB,True,,1,train,1024,1024,True,722e5388df1ade73343c1944b7a26e8e3b7d82a327e12ddb40cd1ded23cdb7df,0000000080000000
618,618.jpg,.jpg,39536,5406d139473f9a6e749e732f76511c6f6361113a9431e185ba93999bf12bafe8,1024,1024,RGB,True,,1,train,1024,1024,True,c5b0a77ec499a2ac2da4d55714a590915b467cdf352588662a6bfcfd0b2f6537,0c1c3434383c344c
619,619.jpg,.jpg,26951,77f0eb7f608aa83c0d6f5a52a75ec714458da6b17f084122d520c9b478bf45bf,1024,1024,RGB,True,,1,train,1024,1024,True,25b1d8c0b54d196c6668d0108b7c3f2f010a3d2db6a4f381baf608f5d97a473a,0141c1e9fdfff9f9
620,620.jpg,.jpg,92059,7badc0bf5143a5fba6c862b3b78392531873d3d5c7905c707827f1b1bb3f622e,1024,1024,RGB,True,,1,train,1024,1024,True,cda064ce3195c66546074b8911aa2eecd34de25686c0117765061e63b6bf10bf,949c323218082490
621,621.jpg,.jpg,43979,d3dab00e76d2eb0a39ea9621f0846ec83a91a846095766661fc954d8e5584593,1024,1024,RGB,True,,3,validation,1024,1024,True,ead00ad3c248620fc05b1543daf1bcdd8d61fd6297c8766789c0ed932de0e30c,0c1e0e0c18306c84
622,622.jpg,.jpg,42691,675e428dfb1eab28840d560aa4c8da2d290c3482242f9c2a487eda4dc61cfcfa,1024,1024,RGB,True,,1,train,1024,1024,True,d30cb1d9f75faef625363f48ac7968803d8d65cd81e1edc9accc4f6c5f161669,0000083020000000
623,623.jpg,.jpg,43581,1710993058ca4b47b51a71abc014301ae21f04c2bde34a4d49f38b1b03b519af,1024,1024,RGB,True,,2,test,1024,1024,True,253fdb52b0db86c2ffe8a3498cb8786727d9e39f7255cdd270afb8154995d810,1e1e1e0e4c3c0c1c
624,624.jpg,.jpg,58759,0ab9f505bfb3e6425015397fad58ff324a26544292689d10450e059d7a256501,1024,1024,RGB,True,,1,train,1024,1024,True,a93f8a926f62928352400371bdacc9fd4d988b8fbea7c199b7018d31e46e4edb,1e1e0c1864cc3c38
625,625.jpg,.jpg,72538,c74fd8c06f05e784fa61add8041cc3ea056445b6e7b0c892730d7a3a0545b764,1024,1024,RGB,True,,1,train,1024,1024,True,3be3dcebfcb68a62cf8c0e7c3188a698b00f87e1dfca9f04f75d5d246713b512,8080808090988480
626,626.jpg,.jpg,56306,ab5c660d8ab95f769c92abd4f040163b407916a0a6d5e6547b16e10227b864e5,1024,1024,RGB,True,,1,train,1024,1024,True,862c29ce90ef15730736833cf88c7329e3ae3f294e5a9903f1312c977bae09b8,7c7c3cccdcfcfcf8
627,627.jpg,.jpg,63154,f534be910526e7661606a9fa7167728bc5d330ab38434a5700ddfebd2d1f657a,1024,1024,RGB,True,,2,train,1024,1024,True,11ca782fc561bba90493ef3898183a4dbf19ed3563120a937009ba4832fdd32c,6717585397070f0f
628,628.jpg,.jpg,62879,8e99c248a975b8a3135231e6e850ea94a25cdc460748ee5a96b8640c826b6eb9,1024,1024,RGB,True,,2,train,1024,1024,True,a957db5b4d24e4914f599db4c4c1849ae753ec45c7c3dd6d5f5423bbf415b99e,c1c3c3c383023038
629,629.jpg,.jpg,84578,ebed6222f107bc011ede1aa1f72d365b746334faa9f9ecd0c228d699b1f451cd,1024,1024,RGB,True,,1,train,1024,1024,True,0dacce26d340f3872ba2b8b045b97ebf23013aa86ddf681575cb703efb5c77d7,0a10101018180e01
630,630.jpg,.jpg,47828,bd3ad5d3f46a5486291d98401ea055b4306f42e819c96b0db72e7bb0780cb593,1024,1024,RGB,True,,1,train,1024,1024,True,11ca07cba93a738b193564520ff99c9df2fdd2802dc99874ef3fc251e3759353,fdfcfdfdf979f97f
631,631.jpg,.jpg,22860,15a63298243e3897f0028781ddab8b37c1941410d4866f3d2bb9bd6458bb1322,1024,1024,RGB,True,,1,train,1024,1024,True,b5bf15be99688c5104c342cff626f3fb12b37873a6dba649ef8e2e0aac10b43d,0000000000000000
632,632.jpg,.jpg,51766,d32008f58a683a6eb5c0d1819fefc13c9e7fb1377b9a214b66c3e143422f9ebb,1024,1024,RGB,True,,1,train,1024,1024,True,b8ddec1cd261d315422774cf1080a495be0489421318a213c0663acee2959f3a,6161717971333333
633,633.jpg,.jpg,21500,6a62b6dd863451a6f6aba83095c70692291cf39fa2b9cddebd323040fe755b20,1024,1024,RGB,True,,1,test,1024,1024,True,14a1c5d01cd9ef866f0600329ff44f654d273cd3e032c061f5033c4fe1dc53c6,000002c2f0a00000
634,634.jpg,.jpg,33951,410da92e1eada9f84dd9c2f52edda80161faedc26ae712bce5d6ad58105b75fc,1024,1024,RGB,True,,1,train,1024,1024,True,dfceaddb358b8c52abf104b037a74e469e995e25f67b580f9abfd3574d99d8b3,480c080c0c1c1c08
635,635.jpg,.jpg,27452,50b372ddbb5196ddc0b62f01fbffcba6222e82fb247830e7f095727a6db330cb,1024,1024,RGB,True,,1,train,1024,1024,True,39f3c8715d01b2379f483e772944d817d8b6cd39d0fa334493229eeefad34888,e1c9cde3e2730b03
636,636.jpg,.jpg,43748,72b1adbf452ae2ffda98dce769bb6de74f81dea00c3867c6ac530e8f8827cf9d,1024,1024,RGB,True,,2,train,1024,1024,True,311b38540e6a6592a625315b1d95a8a06a9d20df5bf537536daeb94a18646a50,8b490d0f13999c1d
