method,seed,instance_id,source_image_id,true_label,corruption_family,severity,clean_prediction,corrupted_prediction,clean_correct,corrupted_correct,prediction_changed,harmful_flip,beneficial_flip,logit_craze,logit_corrosion,logit_surface_injure,logit_thunderstrike,logit_crack,logit_hide_craze
mobilenet_v3_small,17,479_1,479,thunderstrike,brightness,moderate,thunderstrike,thunderstrike,True,True,False,False,False,-4.563222885131836,-0.5523530840873718,-0.9870288372039795,8.135056495666504,-5.599031448364258,-1.0328490734100342
mobilenet_v3_small,17,501_0,501,corrosion,brightness,moderate,corrosion,corrosion,True,True,False,False,False,-1.6009328365325928,7.7281622886657715,-0.053374823182821274,-3.8084704875946045,-5.5813374519348145,1.2288808822631836
mobilenet_v3_small,17,505_0,505,corrosion,brightness,moderate,corrosion,corrosion,True,True,False,False,False,-2.1402747631073,4.715857982635498,-0.22207140922546387,-0.12464798241853714,-4.059082508087158,-0.11774476617574692
mobilenet_v3_small,17,511_0,511,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-2.4361495971679688,-2.9820852279663086,-1.3350268602371216,-3.3962485790252686,-0.050831668078899384,8.790987968444824
mobilenet_v3_small,17,511_1,511,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-2.0886693000793457,-1.9842467308044434,-1.1754378080368042,-2.4548046588897705,-0.7128151655197144,7.003738880157471
mobilenet_v3_small,17,521_0,521,corrosion,brightness,moderate,hide_craze,hide_craze,False,False,False,False,False,-2.080101251602173,2.220423936843872,0.21418032050132751,-1.4695640802383423,-3.161813974380493,3.770076036453247
mobilenet_v3_small,17,521_1,521,corrosion,brightness,moderate,hide_craze,hide_craze,False,False,False,False,False,-3.660811424255371,1.975590705871582,0.6332411170005798,-1.5240533351898193,-3.3572685718536377,4.614650249481201
mobilenet_v3_small,17,541_0,541,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.985929012298584,-1.4830975532531738,-1.1609500646591187,-2.6700804233551025,-1.8625575304031372,7.606016635894775
mobilenet_v3_small,17,546_0,546,corrosion,brightness,moderate,surface_injure,surface_injure,False,False,False,False,False,-5.9791436195373535,1.2241735458374023,6.050038814544678,-0.00917948130518198,-4.52643346786499,-0.010350117459893227
mobilenet_v3_small,17,546_1,546,corrosion,brightness,moderate,hide_craze,corrosion,False,True,True,False,True,-0.10222063958644867,3.118267297744751,0.7965145707130432,-2.84356951713562,-6.476365089416504,2.9914891719818115
mobilenet_v3_small,17,546_2,546,corrosion,brightness,moderate,hide_craze,corrosion,False,True,True,False,True,-3.1271698474884033,5.4150214195251465,1.169977068901062,-2.0766794681549072,-6.6602606773376465,3.063392400741577
mobilenet_v3_small,17,563_0,563,craze,brightness,moderate,craze,craze,True,True,False,False,False,5.0334906578063965,0.6490458846092224,1.3078027963638306,-2.952610969543457,-4.330314636230469,-0.8145687580108643
mobilenet_v3_small,17,566_0,566,corrosion,brightness,moderate,corrosion,corrosion,True,True,False,False,False,-3.3020427227020264,10.07947826385498,-2.750804901123047,-0.25721409916877747,-6.542468547821045,-0.888850212097168
mobilenet_v3_small,17,569_0,569,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,1.0867056846618652,-1.149640679359436,-2.5738353729248047,-3.8138678073883057,-3.3885796070098877,7.207420825958252
mobilenet_v3_small,17,574_0,574,craze,brightness,moderate,craze,craze,True,True,False,False,False,6.451627254486084,-0.45777758955955505,-1.6352046728134155,-2.601073980331421,-1.8265597820281982,-0.617447018623352
mobilenet_v3_small,17,580_0,580,craze,brightness,moderate,craze,craze,True,True,False,False,False,6.894204139709473,0.6004328727722168,1.1860414743423462,-3.5353591442108154,-3.5948193073272705,-2.6562387943267822
mobilenet_v3_small,17,591_0,591,thunderstrike,brightness,moderate,thunderstrike,thunderstrike,True,True,False,False,False,-1.6746355295181274,0.9199480414390564,2.52046537399292,7.197157859802246,-6.887903213500977,-2.748490571975708
mobilenet_v3_small,17,591_1,591,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,-0.8673559427261353,1.1474297046661377,5.662254333496094,1.125683069229126,-3.952282190322876,-3.159579038619995
mobilenet_v3_small,17,591_2,591,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,0.030353620648384094,1.7159181833267212,4.113528251647949,1.2814843654632568,-4.443800449371338,-3.000826120376587
mobilenet_v3_small,17,597_0,597,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-0.519245982170105,0.6649289727210999,-0.5348027348518372,-0.7687779664993286,-5.400650501251221,5.057943344116211
mobilenet_v3_small,17,598_0,598,corrosion,brightness,moderate,corrosion,corrosion,True,True,False,False,False,0.8837211728096008,4.115095615386963,-1.908193826675415,-2.5010340213775635,0.6417349576950073,-2.111067056655884
mobilenet_v3_small,17,598_1,598,corrosion,brightness,moderate,corrosion,corrosion,True,True,False,False,False,-2.9511282444000244,2.6341915130615234,1.165793538093567,-0.48498162627220154,-1.5308256149291992,0.8142648339271545
mobilenet_v3_small,17,600_0,600,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,0.8767222166061401,1.2409050464630127,-1.4274765253067017,-2.433375597000122,-2.2725486755371094,2.6865346431732178
mobilenet_v3_small,17,610_0,610,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.1030946969985962,-0.33257246017456055,-0.40245211124420166,-0.044264793395996094,-0.4634588360786438,2.014094352722168
mobilenet_v3_small,17,623_0,623,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.662118673324585,-2.5428295135498047,-0.5878245234489441,-2.9161951541900635,-1.1250616312026978,8.078625679016113
mobilenet_v3_small,17,623_1,623,surface_injure,brightness,moderate,hide_craze,hide_craze,False,False,False,False,False,-1.9879893064498901,2.5878965854644775,-0.030086379498243332,-4.070579528808594,-1.342290997505188,3.3554961681365967
mobilenet_v3_small,17,633_0,633,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.0411674976348877,-2.190197229385376,-1.1649868488311768,-2.1366021633148193,-3.315608024597168,8.22339916229248
mobilenet_v3_small,17,642_0,642,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-2.141965627670288,-0.6581737399101257,2.456331968307495,-1.5170108079910278,-2.1799252033233643,3.704998254776001
mobilenet_v3_small,17,642_1,642,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,-4.192751407623291,0.735480010509491,5.60257625579834,-1.7602390050888062,-3.1330249309539795,2.603771924972534
mobilenet_v3_small,17,643_0,643,hide_craze,brightness,moderate,surface_injure,hide_craze,False,True,True,False,True,-2.0690882205963135,-0.9877803921699524,2.6002278327941895,-0.3242354094982147,-2.38240385055542,2.7393338680267334
mobilenet_v3_small,17,650_0,650,corrosion,brightness,moderate,corrosion,corrosion,True,True,False,False,False,-1.8122529983520508,8.231062889099121,-2.3377842903137207,-3.0831408500671387,-3.1852962970733643,0.3449701964855194
mobilenet_v3_small,17,655_0,655,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.1899068355560303,-0.7954469919204712,-1.2915385961532593,-1.8406288623809814,-1.2433109283447266,5.592392444610596
mobilenet_v3_small,17,658_0,658,corrosion,brightness,moderate,crack,hide_craze,False,False,True,False,False,-0.4930785596370697,0.1763363927602768,-0.42800530791282654,-2.678341865539551,0.6237915754318237,2.5694031715393066
mobilenet_v3_small,17,663_0,663,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-0.07088339328765869,-3.2715022563934326,-2.088449001312256,-2.04075026512146,-1.7497340440750122,5.994372844696045
mobilenet_v3_small,17,671_0,671,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.3127596378326416,-2.9799091815948486,-1.604642629623413,-2.6860482692718506,0.38623708486557007,7.487919330596924
mobilenet_v3_small,17,671_1,671,surface_injure,brightness,moderate,hide_craze,hide_craze,False,False,False,False,False,-0.02959437668323517,-1.5815974473953247,0.7271324992179871,-1.0337787866592407,-1.8880630731582642,4.365898609161377
mobilenet_v3_small,17,677_0,677,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-0.7783191204071045,-0.868343710899353,-1.7185643911361694,-1.0655723810195923,-3.008176565170288,6.362607955932617
mobilenet_v3_small,17,686_0,686,thunderstrike,brightness,moderate,thunderstrike,thunderstrike,True,True,False,False,False,-3.0796401500701904,-0.08080197125673294,-1.1554275751113892,7.878592491149902,-3.0315170288085938,-3.4459731578826904
mobilenet_v3_small,17,689_0,689,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,-1.1902731657028198,-0.5902084112167358,3.6850337982177734,0.13294978439807892,-0.7043301463127136,-1.7346131801605225
mobilenet_v3_small,17,689_1,689,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,-2.3784327507019043,-2.4877970218658447,8.259882926940918,-0.07956818491220474,-2.0614309310913086,-1.2898532152175903
mobilenet_v3_small,17,689_2,689,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,-2.3371362686157227,-2.3490970134735107,5.182150840759277,3.0947439670562744,-2.8293092250823975,-2.7566909790039062
mobilenet_v3_small,17,689_3,689,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,-2.2007551193237305,-1.782874584197998,6.227071762084961,2.644965887069702,-2.46343731880188,-2.6786599159240723
mobilenet_v3_small,17,696_0,696,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-2.3478143215179443,-0.16797442734241486,-1.1464215517044067,-2.324531316757202,-1.1356371641159058,6.800471305847168
mobilenet_v3_small,17,696_1,696,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.6729457378387451,-1.0928905010223389,-2.1441140174865723,-3.2638890743255615,-0.4679209589958191,7.2160258293151855
mobilenet_v3_small,17,699_0,699,thunderstrike,brightness,moderate,thunderstrike,thunderstrike,True,True,False,False,False,0.4923577308654785,-3.374206781387329,-0.820635199546814,7.311750411987305,-4.493880271911621,-2.915595293045044
mobilenet_v3_small,17,701_0,701,craze,brightness,moderate,craze,craze,True,True,False,False,False,6.074202060699463,-1.26823091506958,-0.7615716457366943,-3.0242137908935547,-1.1176939010620117,-0.7013442516326904
mobilenet_v3_small,17,704_0,704,corrosion,brightness,moderate,corrosion,corrosion,True,True,False,False,False,-2.7924644947052,6.700567722320557,-1.1224209070205688,-3.891277313232422,-4.726821422576904,1.908657193183899
mobilenet_v3_small,17,721_0,721,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.3542413711547852,-0.4727829098701477,1.146640419960022,-1.4683912992477417,-2.6021125316619873,3.683194398880005
mobilenet_v3_small,17,824_0,824,craze,brightness,moderate,craze,craze,True,True,False,False,False,2.3161966800689697,-1.3163237571716309,1.7235420942306519,-3.009282350540161,0.5745882987976074,-0.547344982624054
mobilenet_v3_small,17,863_0,863,thunderstrike,brightness,moderate,thunderstrike,thunderstrike,True,True,False,False,False,-1.1462963819503784,-1.0867915153503418,1.621046781539917,3.2514584064483643,-0.8563051223754883,-1.9116082191467285
mobilenet_v3_small,17,864_0,864,surface_injure,brightness,moderate,surface_injure,surface_injure,True,True,False,False,False,-0.8361377716064453,-0.1911901980638504,3.740544319152832,-1.7652068138122559,-2.699153184890747,0.02065848372876644
mobilenet_v3_small,17,875_0,875,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.8922967910766602,-1.7407995462417603,-0.6259611248970032,-2.3044888973236084,-2.0588741302490234,7.681769371032715
mobilenet_v3_small,17,875_1,875,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.3387370109558105,-2.3450989723205566,-2.3226184844970703,-2.3607351779937744,0.7035558819770813,6.388828754425049
mobilenet_v3_small,17,1017_0,1017,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-1.4520134925842285,-1.7322911024093628,1.265682339668274,-3.4556496143341064,-3.0819313526153564,8.038796424865723
mobilenet_v3_small,17,1017_1,1017,hide_craze,brightness,moderate,hide_craze,hide_craze,True,True,False,False,False,-0.9712043404579163,-1.5716532468795776,0.4128779172897339,-4.865199089050293,-5.018016338348389,9.741072654724121
mobilenet_v3_small,17,13_0,13,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-2.1065914630889893,-1.8253085613250732,-0.18420672416687012,-1.3477040529251099,-1.9902249574661255,6.010076999664307
mobilenet_v3_small,17,13_1,13,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-1.5077508687973022,-1.1781556606292725,-0.17249253392219543,-0.44179046154022217,-1.0232789516448975,3.300910234451294
mobilenet_v3_small,17,32_0,32,thunderstrike,brightness,severe,thunderstrike,hide_craze,True,False,True,True,False,-0.023769080638885498,0.07083304971456528,0.07613653689622879,-1.1895793676376343,-1.9964045286178589,1.5752463340759277
mobilenet_v3_small,17,32_1,32,thunderstrike,brightness,severe,thunderstrike,corrosion,True,False,True,True,False,-3.1360561847686768,3.3277761936187744,-1.8939930200576782,2.0471737384796143,-5.939921855926514,0.9944536685943604
mobilenet_v3_small,17,46_0,46,corrosion,brightness,severe,corrosion,corrosion,True,True,False,False,False,-1.5930230617523193,3.174743175506592,-1.1254242658615112,-2.2065742015838623,-4.705777645111084,2.4997057914733887
mobilenet_v3_small,17,46_1,46,corrosion,brightness,severe,corrosion,corrosion,True,True,False,False,False,-3.0706613063812256,2.8735010623931885,-0.7362815141677856,-0.62076336145401,-5.334409236907959,2.6892032623291016
mobilenet_v3_small,17,48_0,48,surface_injure,brightness,severe,surface_injure,craze,True,False,True,True,False,2.4279494285583496,1.7550663948059082,0.5683595538139343,-3.934405565261841,-2.980792284011841,0.060431692749261856
mobilenet_v3_small,17,51_0,51,craze,brightness,severe,surface_injure,surface_injure,False,False,False,False,False,0.1274581104516983,1.5741633176803589,1.5824967622756958,-1.102767825126648,-2.399578809738159,-0.8779847621917725
mobilenet_v3_small,17,51_1,51,craze,brightness,severe,craze,hide_craze,True,False,True,True,False,-0.03356057405471802,3.2305538654327393,-1.0005348920822144,-3.3296828269958496,-5.4730939865112305,4.574545860290527
mobilenet_v3_small,17,54_0,54,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-1.8865621089935303,2.1135146617889404,0.8439064621925354,-3.4093358516693115,-4.665733814239502,4.747487545013428
mobilenet_v3_small,17,54_1,54,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-2.720625162124634,2.8929407596588135,1.5467602014541626,-2.506328582763672,-4.3680338859558105,3.1978814601898193
mobilenet_v3_small,17,57_0,57,craze,brightness,severe,corrosion,hide_craze,False,False,True,False,False,-0.2178720235824585,0.7585254311561584,0.6253984570503235,-1.8608454465866089,-0.9774525165557861,0.7882940769195557
mobilenet_v3_small,17,57_1,57,surface_injure,brightness,severe,corrosion,corrosion,False,False,False,False,False,-0.772050142288208,1.7748494148254395,0.11281884461641312,-1.2137774229049683,-2.154179573059082,1.7085689306259155
mobilenet_v3_small,17,61_0,61,craze,brightness,severe,craze,corrosion,True,False,True,True,False,1.427107334136963,2.653895616531372,-0.39722222089767456,-1.0372191667556763,-4.319464683532715,0.5120929479598999
mobilenet_v3_small,17,61_1,61,craze,brightness,severe,craze,corrosion,True,False,True,True,False,0.7573835849761963,2.16524600982666,0.17236125469207764,-1.406692385673523,-3.290546417236328,0.4076927602291107
mobilenet_v3_small,17,61_2,61,craze,brightness,severe,craze,hide_craze,True,False,True,True,False,-0.12333811819553375,2.0418601036071777,0.07085958868265152,-1.2633053064346313,-3.0462253093719482,2.5071890354156494
mobilenet_v3_small,17,65_0,65,corrosion,brightness,severe,corrosion,hide_craze,True,False,True,True,False,-1.1174589395523071,0.1496388167142868,-0.8891980051994324,-1.8468254804611206,0.2018997222185135,3.8259832859039307
mobilenet_v3_small,17,67_0,67,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-1.6806731224060059,-2.9772157669067383,-2.432537078857422,-1.7719002962112427,-2.2291362285614014,7.147154331207275
mobilenet_v3_small,17,71_0,71,craze,brightness,severe,craze,craze,True,True,False,False,False,3.673842668533325,-1.701079249382019,-1.3913267850875854,-2.575690746307373,-1.3041599988937378,0.8867046236991882
mobilenet_v3_small,17,73_0,73,craze,brightness,severe,craze,craze,True,True,False,False,False,1.2667083740234375,0.4236828088760376,0.523768961429596,-1.650579810142517,-2.4657187461853027,0.09611854702234268
mobilenet_v3_small,17,81_0,81,craze,brightness,severe,craze,craze,True,True,False,False,False,5.674304962158203,-2.1968586444854736,-1.2810388803482056,-1.5002111196517944,-3.6709702014923096,0.39356616139411926
mobilenet_v3_small,17,81_1,81,craze,brightness,severe,craze,craze,True,True,False,False,False,6.133464813232422,-1.9545371532440186,-1.6917166709899902,-2.294903516769409,-2.3508591651916504,0.48621830344200134
mobilenet_v3_small,17,81_2,81,craze,brightness,severe,craze,hide_craze,True,False,True,True,False,4.61592435836792,-1.5551362037658691,-3.933912754058838,-4.640763282775879,-4.070104122161865,5.407931804656982
mobilenet_v3_small,17,88_0,88,crack,brightness,severe,crack,hide_craze,True,False,True,True,False,0.560293972492218,0.4772512912750244,-0.054291967302560806,-4.049881458282471,0.5530905723571777,1.3415446281433105
mobilenet_v3_small,17,93_0,93,craze,brightness,severe,craze,craze,True,True,False,False,False,2.4164879322052,-1.1158868074417114,-1.5709028244018555,-3.023899793624878,-1.6023437976837158,1.9882668256759644
mobilenet_v3_small,17,103_0,103,craze,brightness,severe,craze,craze,True,True,False,False,False,4.732186794281006,-2.089592218399048,-3.0926733016967773,-4.342611312866211,-0.1723683774471283,2.1239945888519287
mobilenet_v3_small,17,112_0,112,thunderstrike,brightness,severe,thunderstrike,surface_injure,True,False,True,True,False,-1.7574743032455444,1.9247618913650513,2.1627354621887207,-0.3362993896007538,-3.6175942420959473,1.2193148136138916
mobilenet_v3_small,17,112_1,112,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-1.4373887777328491,-0.5907878279685974,5.864728927612305,-0.6159587502479553,-3.897085189819336,1.269002914428711
mobilenet_v3_small,17,142_0,142,surface_injure,brightness,severe,hide_craze,corrosion,False,False,True,False,False,-2.851719379425049,3.202016592025757,-0.31029367446899414,-1.8686238527297974,-4.585008144378662,2.515352487564087
mobilenet_v3_small,17,146_0,146,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-1.1707854270935059,-0.7445407509803772,-0.876952588558197,-0.6522951126098633,-0.05145332217216492,2.943288564682007
mobilenet_v3_small,17,156_0,156,craze,brightness,severe,craze,craze,True,True,False,False,False,2.8889222145080566,-1.5820308923721313,-0.9736743569374084,-1.9200642108917236,-3.544304370880127,1.3077216148376465
mobilenet_v3_small,17,161_0,161,corrosion,brightness,severe,corrosion,corrosion,True,True,False,False,False,-2.887169122695923,8.591835021972656,-0.7149431109428406,-1.0818589925765991,-6.817934513092041,0.03731254115700722
mobilenet_v3_small,17,163_0,163,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-0.877259373664856,0.25466981530189514,-0.29462748765945435,-0.8260228037834167,-1.760055661201477,2.617039680480957
mobilenet_v3_small,17,166_0,166,craze,brightness,severe,craze,craze,True,True,False,False,False,1.4528110027313232,-0.451053649187088,0.9252719879150391,-0.17720966041088104,-1.557681679725647,-0.2275908887386322
mobilenet_v3_small,17,167_0,167,craze,brightness,severe,craze,hide_craze,True,False,True,True,False,0.8375922441482544,-1.3049075603485107,-1.7810779809951782,-1.1128038167953491,-0.6336938142776489,2.550034999847412
mobilenet_v3_small,17,167_1,167,craze,brightness,severe,craze,hide_craze,True,False,True,True,False,-0.7290477156639099,-0.4261188209056854,-0.24589240550994873,-0.6455919742584229,-0.7239974141120911,2.1787164211273193
mobilenet_v3_small,17,178_0,178,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-2.4662668704986572,0.591485857963562,4.282535076141357,-0.4288792908191681,-2.4741246700286865,0.19670678675174713
mobilenet_v3_small,17,178_1,178,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-3.288508176803589,0.0025260355323553085,5.857851028442383,0.08720671385526657,-3.3518357276916504,-0.07999762147665024
mobilenet_v3_small,17,178_2,178,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-2.9468061923980713,0.9379062652587891,3.684582471847534,-1.4748841524124146,-2.936307668685913,3.375180721282959
mobilenet_v3_small,17,198_0,198,craze,brightness,severe,craze,craze,True,True,False,False,False,2.327096700668335,-1.1643022298812866,0.47705236077308655,-1.851842999458313,-1.4528316259384155,1.1429288387298584
mobilenet_v3_small,17,198_1,198,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-1.3990206718444824,-1.871298909187317,-2.1071557998657227,-1.342216968536377,-1.1578110456466675,5.218192100524902
mobilenet_v3_small,17,209_0,209,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-0.2496940642595291,-0.08343080431222916,1.5490795373916626,0.4648536443710327,-3.9131157398223877,2.1593127250671387
mobilenet_v3_small,17,214_0,214,craze,brightness,severe,craze,craze,True,True,False,False,False,1.4768316745758057,0.9843848347663879,-1.594275712966919,-1.5007303953170776,-2.6458580493927,1.3949289321899414
mobilenet_v3_small,17,216_0,216,crack,brightness,severe,crack,crack,True,True,False,False,False,1.3457164764404297,-2.101593255996704,1.9245721101760864,-2.7866432666778564,2.5432047843933105,-2.394427537918091
mobilenet_v3_small,17,217_0,217,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-1.11262047290802,-1.2435696125030518,3.578824758529663,-1.4920443296432495,-2.6569664478302,1.6481165885925293
mobilenet_v3_small,17,224_0,224,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-0.5246480703353882,1.3074922561645508,-1.4229284524917603,-2.840003490447998,-2.0546929836273193,4.536250591278076
mobilenet_v3_small,17,228_0,228,hide_craze,brightness,severe,craze,hide_craze,False,True,True,False,True,3.179262399673462,-3.5069596767425537,-3.2431881427764893,-1.585941195487976,-1.2691978216171265,4.038657188415527
mobilenet_v3_small,17,228_1,228,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,3.251387119293213,-2.2891685962677,-2.4495320320129395,-3.0194926261901855,-2.0768048763275146,5.0835394859313965
mobilenet_v3_small,17,234_0,234,surface_injure,brightness,severe,surface_injure,hide_craze,True,False,True,True,False,-1.5430090427398682,-0.5670568346977234,2.4236176013946533,-1.7680989503860474,-3.138242483139038,3.344738006591797
mobilenet_v3_small,17,234_1,234,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-1.1081264019012451,-1.4343143701553345,-0.7986373901367188,-3.177368402481079,-2.763305902481079,6.912966251373291
mobilenet_v3_small,17,234_2,234,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-2.2865970134735107,-0.7351840138435364,-0.8691402077674866,-2.278733015060425,-3.037363052368164,6.249637603759766
mobilenet_v3_small,17,234_3,234,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-2.8582346439361572,-1.2313551902770996,-0.4143458604812622,-1.5341572761535645,-2.9487993717193604,6.395481586456299
mobilenet_v3_small,17,234_4,234,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-1.8862401247024536,-0.4465371072292328,-0.31912463903427124,-2.1307425498962402,-2.7700583934783936,4.934217929840088
mobilenet_v3_small,17,238_0,238,crack,brightness,severe,crack,surface_injure,True,False,True,True,False,-1.0075619220733643,-0.9292193651199341,0.7459353804588318,0.13567475974559784,-1.0674344301223755,-0.3946799635887146
mobilenet_v3_small,17,238_1,238,crack,brightness,severe,crack,craze,True,False,True,True,False,1.8376871347427368,-1.586901068687439,-1.5735269784927368,-1.7859692573547363,0.21172913908958435,1.4561657905578613
mobilenet_v3_small,17,250_0,250,crack,brightness,severe,crack,crack,True,True,False,False,False,0.3077404201030731,-1.0952889919281006,-2.1900739669799805,-1.8937053680419922,4.935040473937988,-0.4754088222980499
mobilenet_v3_small,17,252_0,252,crack,brightness,severe,crack,surface_injure,True,False,True,True,False,0.2864159047603607,-1.1393896341323853,1.3706026077270508,-0.8649405241012573,-0.021936828270554543,-1.2228443622589111
mobilenet_v3_small,17,255_0,255,surface_injure,brightness,severe,corrosion,corrosion,False,False,False,False,False,-0.3099171221256256,1.5479695796966553,0.7259992957115173,-0.17425942420959473,-2.2322604656219482,-0.05126054212450981
mobilenet_v3_small,17,255_1,255,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-2.3777310848236084,-1.0303599834442139,3.071671962738037,1.2899175882339478,-4.0006561279296875,0.0199491735547781
mobilenet_v3_small,17,257_0,257,surface_injure,brightness,severe,surface_injure,corrosion,True,False,True,True,False,-3.0168368816375732,3.2996366024017334,2.7975361347198486,0.40456849336624146,-3.953494071960449,-0.34298789501190186
mobilenet_v3_small,17,257_1,257,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-2.5299019813537598,1.975691318511963,3.755154848098755,-0.6248129606246948,-3.2276217937469482,-0.8088489770889282
mobilenet_v3_small,17,269_0,269,crack,brightness,severe,crack,crack,True,True,False,False,False,-0.4698888957500458,-2.6491291522979736,-0.5242839455604553,-1.331839680671692,5.348408222198486,0.12624114751815796
mobilenet_v3_small,17,273_0,273,thunderstrike,brightness,severe,thunderstrike,thunderstrike,True,True,False,False,False,-1.696446180343628,-2.000437021255493,0.8164142966270447,5.675524711608887,-4.619472026824951,0.3448154628276825
mobilenet_v3_small,17,273_1,273,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-3.4870622158050537,0.5004591345787048,6.764530658721924,1.555100679397583,-5.45384407043457,-1.4320485591888428
mobilenet_v3_small,17,276_0,276,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-2.354243755340576,1.8356664180755615,-0.14996957778930664,-1.9616304636001587,-4.992225170135498,5.022718906402588
mobilenet_v3_small,17,276_1,276,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-2.9360477924346924,2.5239837169647217,-1.4791297912597656,-1.79379403591156,-3.6793324947357178,5.113937854766846
mobilenet_v3_small,17,284_0,284,hide_craze,brightness,severe,hide_craze,hide_craze,True,True,False,False,False,-2.448920965194702,-1.872798204421997,-0.9841815829277039,-1.2455230951309204,-2.4318745136260986,6.5477986335754395
mobilenet_v3_small,17,285_0,285,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-0.700729250907898,0.06575547903776169,3.3506522178649902,-1.1258368492126465,-2.594902992248535,-1.040830373764038
mobilenet_v3_small,17,285_1,285,surface_injure,brightness,severe,surface_injure,surface_injure,True,True,False,False,False,-1.7410542964935303,-0.5386938452720642,2.467223644256592,-0.6620498299598694,-1.7030757665634155,1.4416005611419678
mobilenet_v3_small,17,318_0,318,crack,brightness,severe,crack,crack,True,True,False,False,False,-0.9241619110107422,-2.1729416847229004,-2.2070717811584473,-2.3610241413116455,4.639302730560303,2.2101078033447266
mobilenet_v3_small,17,322_0,322,corrosion,brightness,severe,corrosion,corrosion,True,True,False,False,False,-2.307722806930542,6.804210662841797,-1.748627781867981,-3.87518048286438,-4.734276294708252,3.8108084201812744
mobilenet_v3_small,17,323_0,323,corrosion,brightness,severe,surface_injure,hide_craze,False,False,True,False,False,-2.3146047592163086,1.5121809244155884,0.1017196848988533,-0.052242256700992584,-1.9928826093673706,2.0538039207458496
mobilenet_v3_small,17,326_0,326,surface_injure,brightness,severe,surface_injure,corrosion,True,False,True,True,False,-0.372610479593277,0.8401297926902771,0.48764824867248535,-0.29174885153770447,-0.6387615203857422,0.30018362402915955
